attribute,field,post_yield,quantile,slope,intercept_log
eps_x,rev_energy_density,False,0.5,1.5891133732647282,-9.468780245026954
eps_x,rev_energy_density,False,0.99,1.4874516893255838,-8.207886504858239
eps_x,rev_sigma,False,0.5,0.04646516551473982,-10.332115471785905
eps_x,rev_sigma,False,0.99,0.03310084697173796,-10.33196989627063
eps_x,rev_energy_density,True,0.5,1.5059043458254733,-8.91044583778124
eps_x,rev_energy_density,True,0.99,1.4512343977239985,-7.460501176180784
eps_x,rev_sigma,True,0.5,0.046297429918781545,-10.541054202079048
eps_x,rev_sigma,True,0.99,0.04261645366600624,-10.40720236817427
