setting,rev_u_cut,method,cut,recorded_cycles,closing_count,nonclosing_count,closing_fraction,log10_gap_at_cut,between_class_variance
1e-07,0.000169008481728848,unbinned_log_otsu,0.000169008481728848,22362,20473,1889,0.9155263393256418,0.9005997835345103,1.4331696901566462
1e-06,0.0004871165137041288,unbinned_log_otsu,0.0004871165137041288,26674,24826,1848,0.9307190522606283,0.016893984179461974,0.8134347095357414
1e-05,0.0009267431631196093,unbinned_log_otsu,0.0009267431631196093,17077,15391,1686,0.9012707149967792,0.07706306340361246,0.878101845006316
0.0001,2.882129330846754e-05,unbinned_log_otsu,2.882129330846754e-05,15145,3193,11952,0.21082865632221856,0.27845087025856863,1.6024947719789668
