load_step,load,total_energy,total_energy_change,total_init_energy,total_e_change_from_init,avg_energy,avg_energy_change,avg_init_energy,avg_e_change_from_init,min_iter_total_energy_change,min_iter_avg_energy_change,max_energy,max_force,avg_sigmaxy,avg_init_sigmaxy,avg_sigmaxy_change_from_init,avg_Pxy,nr_plastic_deformations,nr_red_q1,nr_red_q2,nr_red_q3,nr_red_q4,nr_red_q1_fixed,nr_red_q2_fixed,nr_red_q3_fixed,nr_red_q4_fixed,max_m3_nr,max_positive_plastic_jump,max_negative_plastic_jump,nr_iterations,nr_func_evals,LBFGS_Term_reason,CG_Term_reason,FIRE_Term_reason,run_time,minimization_time,write_time,est_time_remaining,cmX,cmY,maxX,minX,maxY,minY
13013,0.28012,478.82622039,0.035052229042,478.82622523,-4.8336146961e-06,0.0038306097631,2.8041783234e-07,0.0038306098018,-3.866891746e-11,0,0,0.20005602377,3.5059272964e-06,-0.048291372628,0.062153062984,0.0090449568385,-0.048296190365,0.062160550777,0.0090348467035,-7.4877924434e-06,-0.064715473013,0.064070610496,-0.010414699754,0.010335523228,-0.064722789964,0.064077844378,-0.010404186434,0.010324882335,0.21878096067,1,1,83679,27716,7784,5821,45764,16707,45699,16830,3,34556,3,-2,683,1129,0,2,0,0,31d 12h 36m 33s,30d 23h 7m 53.695s,13h 8m 24.321s,156d 6h 59m 38s,160.0149876,125.00005135,318.67032853,-1.3596714678,252.46825896,-2.1464678895
13014,0.28013,478.86129202,0.035071627518,478.86129684,-4.8223040494e-06,0.0038308903362,2.8057302015e-07,0.0038308903747,-3.8578432116e-11,0,0,0.2000606003,7.7962381656e-06,-0.048302068802,0.062170573661,0.0090285881082,-0.048306872515,0.062178043825,0.0090184989216,-7.4701637303e-06,-0.064733242602,0.064088414783,-0.010396381075,0.010317294029,-0.06474053866,0.064095631708,-0.010385892476,0.010306679731,0.20189480933,1,1,83692,27702,7785,5821,45774,16698,45703,16825,3,34557,3,-2,644,1078,0,2,0,0,31d 12h 39m 3s,30d 23h 10m 23.326s,13h 8m 24.321s,156d 5h 57m 28s,160.0162376,125.00005135,318.67284943,-1.3596505713,252.46825109,-2.1464010511
13015,0.28014,478.89638303,0.035091014631,478.89638788,-4.8445022003e-06,0.0038311710643,2.8072811705e-07,0.003831171103,-3.8756017492e-11,0,0,0.20006522691,2.263553788e-06,-0.048312744827,0.062188058625,0.0090122516711,-0.048317567565,0.062195553374,0.0090021312723,-7.4947489805e-06,-0.064750982985,0.064106193425,-0.010378100654,0.010299103777,-0.064758307189,0.064113434901,-0.010367574936,0.010288451649,0.20359229067,0,0,83706,27693,7785,5816,45782,16695,45709,16814,3,34557,3,-2,655,1097,0,2,0,0,31d 12h 41m 35s,30d 23h 12m 54.756s,13h 8m 24.321s,156d 4h 58m 15s,160.0174876,125.00005135,318.67537096,-1.3596290362,252.46824181,-2.1463332173
13016,0.28015,478.93149343,0.035110392312,478.93149827,-4.8410976206e-06,0.0038314519474,2.8088313849e-07,0.0038314519861,-3.8728781033e-11,0,0,0.20006988404,4.747929611e-06,-0.048323416997,0.062205539146,0.0089959205479,-0.048328242467,0.062213037212,0.0089857959148,-7.4980653187e-06,-0.064768717775,0.064123967312,-0.010359826588,0.010280920477,-0.064776046514,0.06413121245,-0.010349295654,0.01027026251,0.2165566578,0,0,83723,27675,7785,5817,45788,16690,45720,16802,3,34557,3,-2,705,1179,0,2,0,0,31d 12h 44m 18s,30d 23h 15m 37.725s,13h 8m 24.321s,156d 4h 17m 11s,160.0187376,125.00005135,318.67789346,-1.3596065356,252.46823074,-2.1462642209
13017,0.28016,478.96662319,0.035129762997,478.96662803,-4.8383539593e-06,0.0038317329855,2.8103810397e-07,0.0038317330242,-3.8706831577e-11,0,0,0.20007458593,5.7894564023e-06,-0.04833409699,0.062223028816,0.0089795841624,-0.048338913516,0.062230516606,0.0089694658716,-7.4877895518e-06,-0.064786465644,0.064141750753,-0.010341542207,0.010262725552,-0.064793780245,0.064148985244,-0.010331022728,0.010252080325,0.18878327704,0,0,83743,27656,7786,5815,45805,16676,45724,16795,3,34557,3,-2,626,1052,0,2,0,0,31d 12h 46m 44s,30d 23h 18m 2.951s,13h 8m 24.321s,156d 3h 8m 34s,160.0199876,125.00005135,318.68041425,-1.3595857538,252.46822414,-2.146197853
13018,0.28017,479.00177231,0.035149119448,479.00177717,-4.8612112664e-06,0.0038320141785,2.8119295559e-07,0.0038320142174,-3.8889690513e-11,0,0,0.2000792636,2.1977142862e-06,-0.048344759766,0.062240501242,0.0089632638289,-0.048349592385,0.062248005147,0.0089531305675,-7.5039050902e-06,-0.064804188665,0.06415951685,-0.010323280111,0.010244555567,-0.064811527054,0.064166767591,-0.010312739488,0.010233886515,0.20194826038,0,0,83749,27650,7787,5814,45806,16675,45730,16789,3,34557,3,-2,798,1348,0,2,0,0,31d 12h 49m 49s,30d 23h 21m 8.497s,13h 8m 24.321s,156d 3h 2m 53s,160.02123761,125.00005135,318.68293592,-1.3595640806,252.468213,-2.1461297982
13019,0.28018,479.03694078,0.035168469586,479.03694565,-4.8667453143e-06,0.0038322955262,2.8134775669e-07,0.0038322955652,-3.8933962825e-11,0,0,0.20008406818,1.3956581186e-06,-0.04835540773,0.062257949844,0.0089469762802,-0.04836025404,0.062265476444,0.0089368113148,-7.5265998717e-06,-0.064821889547,0.064177258315,-0.010305054921,0.01022641985,-0.064829249017,0.064184532593,-0.010294478533,0.010215717645,0.20271620371,0.98831227525,2,83762,27639,7787,5812,45813,16666,45736,16785,3,34559,3,-2,721,1248,0,2,0,0,31d 12h 52m 38s,30d 23h 23m 57.146s,13h 8m 24.321s,156d 2h 30m 49s,160.02248761,125.00005135,318.68545944,-1.3595405561,252.4682029,-2.1460602952
13020,0.28019,479.07212859,0.035187811984,479.07213344,-4.848796209e-06,0.0038325770287,2.8150249587e-07,0.0038325770675,-3.8790369788e-11,0,0,0.20008875973,1.1895661494e-05,-0.048366063946,0.062275408295,0.0089306763511,-0.048370900883,0.062282923919,0.0089205248453,-7.5156241416e-06,-0.064839604163,0.064195010069,-0.010286818242,0.010208266672,-0.064846948842,0.064202272966,-0.010276254482,0.010197583041,0.15802967003,1,1,83779,27621,7790,5810,45824,16656,45745,16775,3,34558,3,-2,531,887,0,2,0,0,31d 12h 54m 30s,30d 23h 25m 48.815s,13h 8m 24.321s,156d 30m 30s,160.02373761,125.00005135,318.68797964,-1.3595203596,252.46819767,-2.1459941234
13021,0.2802,479.10733572,0.035207134615,479.10734059,-4.8637157306e-06,0.0038328586858,2.8165707692e-07,0.0038328587247,-3.8909725702e-11,0,0,0.200093667,5.8984815409e-06,-0.048376698811,0.062292840376,0.0089144170275,-0.048381555977,0.062300381242,0.0089042259966,-7.5408654911e-06,-0.06485728667,0.064212736614,-0.010268614884,0.010190158561,-0.064864662401,0.064220023625,-0.010258018944,0.010179430978,0.20339026406,1,1,83788,27610,7793,5809,45832,16650,45749,16769,3,34557,3,-2,597,1018,0,2,0,0,31d 12h 56m 50s,30d 23h 28m 8.601s,13h 8m 24.321s,155d 23h 14m 6s,160.02498761,125.00005135,318.69050316,-1.3594968365,252.46818796,-2.1459254261
13022,0.28021,479.14256218,0.035226453146,479.14256703,-4.8469564149e-06,0.0038331404974,2.8181162517e-07,0.0038331405362,-3.8775651526e-11,0,0,0.20009854114,3.846419922e-06,-0.048387352077,0.06231030593,0.0088981151832,-0.048392189723,0.062317812196,0.0088879677526,-7.5062658713e-06,-0.064875000741,0.064230496306,-0.010250369297,0.010172007054,-0.064882343849,0.064237749077,-0.010239816727,0.010161323981,0.19441438323,0,0,83804,27595,7792,5809,45840,16641,45756,16763,3,34557,3,-2,720,1188,0,2,0,0,31d 12h 59m 35s,30d 23h 30m 53.458s,13h 8m 24.321s,155d 22h 36m 41s,160.02623761,125.00005135,318.69302496,-1.3594750374,252.46817704,-2.1458582989
13023,0.28022,479.17780794,0.035245760877,479.17781282,-4.8808263386e-06,0.0038334224635,2.8196608702e-07,0.0038334225026,-3.9046610997e-11,0,0,0.20010344603,8.9799370855e-07,-0.048397984774,0.062327738487,0.0088818542378,-0.048402841865,0.06233527662,0.0088716669907,-7.5381328136e-06,-0.064892682925,0.064248222794,-0.010232170883,0.010153899401,-0.064900056861,0.064255507673,-0.010221572283,0.010143173591,0.18073290326,0,0,83822,27577,7793,5808,45851,16632,45764,16753,3,34557,3,-2,812,1358,0,2,0,0,31d 13h 2m 42s,30d 23h 33m 59.895s,13h 8m 24.321s,155d 22h 32m 42s,160.02748761,125.00005135,318.69554669,-1.3594533142,252.46816798,-2.1457907415
13024,0.28023,479.213073,0.035265056514,479.21307788,-4.8849846621e-06,0.003833704584,2.8212045212e-07,0.003833704623,-3.9079877355e-11,0,0,0.20010841052,1.3118160922e-06,-0.048408609764,0.062345162276,0.0088656052355,-0.048413473442,0.062352708049,0.0088554071262,-7.5457723557e-06,-0.06491035457,0.064265939648,-0.010213986366,0.010135805715,-0.064917737986,0.064273233066,-0.010203375012,0.010125067053,0.1788568608,0,0,83836,27565,7792,5807,45861,16624,45767,16748,3,34557,3,-2,730,1263,0,2,0,0,31d 13h 5m 35s,30d 23h 36m 52.830s,13h 8m 24.321s,155d 22h 7m 52s,160.02873761,125.00005135,318.69806999,-1.3594300064,252.46815878,-2.1457225602
13025,0.28024,479.24835734,0.03528434106,479.24836222,-4.8878070515e-06,0.0038339868587,2.8227472848e-07,0.0038339868978,-3.9102456516e-11,0,0,0.2001134299,7.4874850969e-06,-0.048419227251,0.062362574192,0.0088493686577,-0.04842409731,0.06237013071,0.0088391592051,-7.5565179325e-06,-0.064928015361,0.064283645178,-0.01019581659,0.010117724514,-0.064935408573,0.064290948825,-0.010185191638,0.010106974484,0.17565881138,0,0,83844,27559,7793,5804,45866,16621,45771,16742,3,34557,3,-2,642,1097,0,2,0,0,31d 13h 8m 6s,30d 23h 39m 23.999s,13h 8m 24.321s,155d 21h 9m 34s,160.02998761,125.00005135,318.70059348,-1.3594065205,252.46815016,-2.1456535272
13026,0.28025,479.28366095,0.035303614465,479.28366584,-4.8877545851e-06,0.0038342692876,2.8242891572e-07,0.0038342693267,-3.9102036713e-11,0,0,0.20011838379,1.7836672981e-05,-0.048429852595,0.0623799983,0.0088331251664,-0.048434713676,0.062387541498,0.0088229237086,-7.5431979419e-06,-0.064945688595,0.064301363401,-0.010177633469,0.010099632784,-0.064953068306,0.064308653261,-0.010167023005,0.010088894399,0.15906610704,0,0,83868,27539,7795,5798,45881,16606,45782,16731,3,34557,3,-2,585,958,0,2,0,0,31d 13h 10m 4s,30d 23h 41m 22.193s,13h 8m 24.321s,155d 19h 20m 36s,160.03123761,125.00005135,318.70311513,-1.3593848719,252.46814334,-2.1455879667
13027,0.28026,479.31898382,0.035322871511,479.31898874,-4.9172813874e-06,0.0038345518706,2.8258297209e-07,0.0038345519099,-3.9338250973e-11,0,0,0.2001235561,2.1548651437e-06,-0.048440448632,0.062397386566,0.0088169279925,-0.048445337898,0.062404964475,0.008806681301,-7.5779094434e-06,-0.064963320474,0.064319045454,-0.010159506533,0.010081597029,-0.064970740479,0.064326370387,-0.01014884103,0.010070803788,0.17102943561,0,0,83887,27520,7795,5798,45888,16599,45794,16719,3,34557,3,-2,666,1091,0,2,0,0,31d 13h 12m 35s,30d 23h 43m 52.602s,13h 8m 24.321s,155d 18h 21m 28s,160.03248761,125.00005135,318.70563791,-1.3593620881,252.46813309,-2.1455195404
13028,0.28027,479.35432594,0.035342121702,479.35433085,-4.9034724725e-06,0.0038348346076,2.8273697361e-07,0.0038348346468,-3.9227779445e-11,0,0,0.20012872614,4.0183423423e-06,-0.04845103575,0.062414759368,0.0088007491995,-0.048455932815,0.062422351614,0.0087904852084,-7.5922460765e-06,-0.064980939165,0.064336712052,-0.010141399097,0.010063579388,-0.064988371302,0.064344051345,-0.010130715238,0.010052769149,0.16170757504,0.6335948265,2,83902,27502,7796,5800,45895,16591,45803,16711,3,34559,3,-2,629,1028,0,2,0,0,31d 13h 15m 0s,30d 23h 46m 17.767s,13h 8m 24.321s,155d 17h 14m 25s,160.03373761,125.00005135,318.70816122,-1.3593387776,252.46812489,-2.1454511132
13029,0.28028,479.3896873,0.035361356749,479.38969219,-4.8864621363e-06,0.0038351174984,2.8289085399e-07,0.0038351175375,-3.9091696893e-11,0,0,0.20013385065,3.8302677934e-06,-0.048461636316,0.062432154844,0.0087845449166,-0.048466518814,0.062439723287,0.0087743074971,-7.5684430714e-06,-0.064998579106,0.064354401963,-0.010123262072,0.010045533489,-0.065005988935,0.064361716849,-0.010112608946,0.010034752624,0.15924682047,1,1,83918,27487,7796,5799,45899,16586,45815,16700,3,34560,3,-2,632,1069,0,2,0,0,31d 13h 17m 28s,30d 23h 48m 45.258s,13h 8m 24.321s,155d 16h 11m 8s,160.03498761,125.00005135,318.71068366,-1.3593163398,252.46811644,-2.1453844481
13030,0.28029,479.42506788,0.035380578506,479.42507279,-4.9101375339e-06,0.003835400543,2.8304462805e-07,0.0038354005823,-3.9281100508e-11,0,0,0.20013905313,2.5358122197e-06,-0.048472222462,0.062449532313,0.0087683678655,-0.048477118259,0.062457117634,0.0087581042979,-7.5853205401e-06,-0.065016198278,0.064372073909,-0.010105152322,0.01002751882,-0.065023627817,0.064379405663,-0.010094473068,0.010016707843,0.1652432349,0,0,83932,27475,7794,5799,45911,16574,45815,16700,3,34560,3,-2,755,1262,0,2,0,0,31d 13h 20m 14s,30d 23h 51m 31.127s,13h 8m 24.321s,155d 15h 36m 8s,160.03623761,125.00005135,318.71320649,-1.3592935128,252.46810638,-2.1453175859
13031,0.2803,479.46046767,0.035399788835,479.46047259,-4.9195011229e-06,0.0038356837413,2.8319831068e-07,0.0038356837807,-3.9356008903e-11,0,0,0.20014436868,5.1919894623e-06,-0.048482798576,0.062466896344,0.0087522034773,-0.048487703285,0.062474493973,0.0087419283304,-7.5976285598e-06,-0.065033803721,0.064389731915,-0.010087060731,0.010009518356,-0.06504124593,0.064397076512,-0.010076364465,0.0099986942926,0.15964412502,0,0,83946,27462,7796,5796,45923,16561,45819,16697,3,34560,3,-2,717,1241,0,2,0,0,31d 13h 23m 3s,30d 23h 54m 20.056s,13h 8m 24.321s,155d 15h 5m 54s,160.03748761,125.00005135,318.71573058,-1.3592694155,252.46809707,-2.1452493169
13032,0.28031,479.49588666,0.035418989143,479.49589158,-4.9224419172e-06,0.0038359670933,2.8335191314e-07,0.0038359671326,-3.9379535223e-11,0,0,0.20014962203,2.2167240015e-06,-0.048493355702,0.062484228108,0.0087360850915,-0.04849827828,0.062491856874,0.0087257650249,-7.6287663624e-06,-0.065051380573,0.064407358238,-0.010069024016,0.00999156541,-0.065058850315,0.064414733422,-0.010058274021,0.0099806949457,0.12879500665,0,0,83964,27442,7798,5796,45933,16551,45829,16687,3,34560,3,-2,536,834,0,2,0,0,31d 13h 25m 1s,30d 23h 56m 17.384s,13h 8m 24.321s,155d 13h 16m 52s,160.03873761,125.00005135,318.71825223,-1.3592477704,252.4680912,-2.1451829197
13033,0.28032,479.53132482,0.035438164906,479.53132973,-4.9059769367e-06,0.0038362505986,2.8350531925e-07,0.0038362506378,-3.9247815501e-11,0,0,0.20015509369,7.5070119522e-06,-0.048503935361,0.062501601503,0.0087199125919,-0.048508834288,0.06250918751,0.0087096477196,-7.5860068036e-06,-0.065068992587,0.064425025234,-0.010050918505,0.0099735555735,-0.065076426111,0.064432358652,-0.01004023845,0.0099627431144,0.15868837357,0,0,83985,27421,7799,5795,45944,16542,45840,16674,3,34560,3,-2,610,992,0,2,0,0,31d 13h 27m 18s,30d 23h 58m 34.424s,13h 8m 24.321s,155d 11h 58m 13s,160.03998761,125.00005135,318.72077686,-1.3592231362,252.4680823,-2.1451150899
13034,0.28033,479.56678216,0.035457334466,479.56678711,-4.9506162441e-06,0.0038365342573,2.8365867573e-07,0.0038365342969,-3.9604930013e-11,0,0,0.20016053523,5.0601345858e-06,-0.048514481605,0.062518928371,0.0087038081181,-0.048519412826,0.062526559774,0.0086934763055,-7.6314037422e-06,-0.065086556396,0.064442647462,-0.010032888892,0.0099556209297,-0.065094037066,0.064450024549,-0.010022134089,0.0099447343986,0.15392783203,0,0,84002,27405,7802,5791,45950,16535,45854,16661,3,34560,3,-2,732,1220,0,2,0,0,31d 13h 30m 0s,31d 1m 16.158s,13h 8m 24.321s,155d 11h 17m 24s,160.04123761,125.00005135,318.72330021,-1.3591997898,252.46807224,-2.1450483197
13035,0.28034,479.60225865,0.035476492345,479.60226359,-4.9412735166e-06,0.0038368180692,2.8381193876e-07,0.0038368181087,-3.9530188151e-11,0,0,0.20016605994,1.3934697594e-05,-0.048525020122,0.062536238807,0.0086877186681,-0.048529957952,0.062543885514,0.0086773729148,-7.6467066391e-06,-0.065104107327,0.064460251594,-0.010014882531,0.0099377011903,-0.065111599817,0.064467645681,-0.010004105624,0.0099268008732,0.12973712958,1,1,84020,27384,7803,5793,45958,16528,45865,16649,3,34561,3,-2,573,905,0,2,0,0,31d 13h 31m 58s,31d 3m 13.612s,13h 8m 24.321s,155d 9h 29m 18s,160.04248761,125.00005135,318.72582393,-1.3591760715,252.46806537,-2.1449805713
13036,0.28035,479.63775428,0.03549562701,479.63775921,-4.9363324592e-06,0.0038371020342,2.8396501608e-07,0.0038371020737,-3.9490659874e-11,0,0,0.20017163837,6.0107962459e-06,-0.048535561123,0.062553562701,0.0086716218137,-0.04854049535,0.062561194822,0.0086612845468,-7.63212073e-06,-0.065121665383,0.064477871337,-0.0099968584726,0.009919774408,-0.065129149692,0.064485248719,-0.0099861004111,0.0099088822506,0.15222073028,0,0,84037,27369,7802,5792,45964,16522,45875,16639,3,34561,3,-2,689,1156,0,2,0,0,31d 13h 35m 39s,31d 5m 53.182s,13h 9m 26.256s,155d 10h 19m 43s,160.04373761,125.00005135,318.72834798,-1.3591520179,252.46805573,-2.1449137027
13037,0.28036,479.67326903,0.035514753417,479.67327398,-4.9528970862e-06,0.0038373861522,2.8411802734e-07,0.0038373861919,-3.9623176702e-11,0,0,0.20017734266,4.9918667024e-06,-0.048546092262,0.062570870642,0.0086555413509,-0.048551035232,0.062578517587,0.0086451887771,-7.6469449094e-06,-0.065139208879,0.064495474052,-0.0099788586907,0.0099018667566,-0.06514670669,0.064502867366,-0.0099680775025,0.0098909565884,0.14201291027,0,0,84048,27359,7801,5792,45970,16517,45879,16634,3,34561,3,-2,679,1127,0,2,0,0,31d 13h 38m 16s,31d 8m 29.427s,13h 9m 26.256s,155d 9h 30m 49s,160.04498761,125.00005135,318.7308726,-1.3591273971,252.4680469,-2.1448460395
13038,0.28037,479.70880289,0.035533862504,479.70880786,-4.9663718187e-06,0.0038376704231,2.8427090004e-07,0.0038376704629,-3.9730974153e-11,0,0,0.20018305739,2.8109411609e-06,-0.048556611466,0.062588163616,0.0086394845609,-0.048561565253,0.0625958244,0.0086291093979,-7.6607844327e-06,-0.065156736125,0.064513062732,-0.0099608829812,0.0098839840386,-0.06516424913,0.064520468985,-0.0099500788697,0.0098730500555,0.13198976612,0.95901478244,2,84061,27346,7801,5792,45976,16511,45886,16627,3,34563,3,-2,794,1329,0,2,0,0,31d 13h 41m 20s,31d 11m 33.484s,13h 9m 26.256s,155d 9h 24m 14s,160.04623762,125.00005135,318.73339568,-1.3591043225,252.46803859,-2.144779779
13039,0.28038,479.74435585,0.035552956237,479.74436082,-4.9736194683e-06,0.0038379548468,2.844236499e-07,0.0038379548866,-3.9788955984e-11,0,0,0.20018890868,3.4633279509e-06,-0.048567115221,0.062605434856,0.0086234573808,-0.048572083339,0.062613116245,0.0086130536911,-7.681389336e-06,-0.065174239845,0.064530628715,-0.0099429409773,0.0098661346516,-0.065181775318,0.06453805657,-0.0099321043091,0.0098551684555,0.13530362439,1,1,84076,27334,7803,5787,45982,16504,45897,16617,3,34564,3,-2,726,1216,0,2,0,0,31d 13h 44m 8s,31d 14m 20.994s,13h 9m 26.256s,155d 8h 52m 34s,160.04748762,125.00005135,318.73592117,-1.3590788284,252.46803001,-2.144712028
13040,0.28039,479.77992788,0.035572033988,479.77993285,-4.9675202263e-06,0.0038382394231,2.845762719e-07,0.0038382394628,-3.9740161682e-11,0,0,0.20019475191,3.4025028421e-06,-0.048577623316,0.062622714676,0.008607421868,-0.048582585977,0.06263038636,0.0085970275924,-7.6716842549e-06,-0.065191751826,0.064548204966,-0.0099249866326,0.0098482746587,-0.065199277984,0.06455562146,-0.0099141634527,0.0098373201848,0.12574537377,0,0,84091,27319,7805,5785,45991,16499,45905,16605,3,34564,3,-2,784,1343,0,2,0,0,31d 13h 47m 13s,31d 17m 25.872s,13h 9m 26.256s,155d 8h 47m 14s,160.04873762,125.00005135,318.73844431,-1.3590556897,252.46802214,-2.1446459874
13041,0.2804,479.81551898,0.035591095725,479.81552397,-4.9875231412e-06,0.0038385241518,2.847287658e-07,0.0038385241917,-3.9900185152e-11,0,0,0.20020081409,5.3517209578e-06,-0.048588109484,0.062639961776,0.0085914303283,-0.048593092954,0.062647665052,0.0085809931629,-7.7032765462e-06,-0.065209230608,0.064565747289,-0.0099070835848,0.0098304627054,-0.065216788908,0.064573196616,-0.0098962102572,0.0098194613103,0.12395183027,0,0,84111,27302,7807,5780,46003,16486,45915,16596,3,34564,3,-2,668,1079,0,2,0,0,31d 13h 49m 44s,31d 19m 56.521s,13h 9m 26.256s,155d 7h 50m 12s,160.04998762,125.00005135,318.74096963,-1.3590303712,252.46801495,-2.1445784994
13042,0.28041,479.85112912,0.035610139072,479.8511341,-4.9823258905e-06,0.0038388090329,2.8488111258e-07,0.0038388090728,-3.98586073e-11,0,0,0.20020681311,2.5550976714e-06,-0.048598596285,0.062657216111,0.0085754287869,-0.048603578007,0.062664911027,0.0085650027037,-7.6949158562e-06,-0.065226712849,0.064583297426,-0.0098891698005,0.0098126437542,-0.065234266636,0.064590737847,-0.0098783083563,0.0098016504726,0.13187391265,1,1,84126,27291,7807,5776,46008,16481,45925,16586,3,34565,3,-2,777,1330,0,2,0,0,31d 13h 52m 44s,31d 22m 56.692s,13h 9m 26.256s,155d 7h 37m 52s,160.05123762,125.00005135,318.74349488,-1.3590051158,252.46800551,-2.1445112509
13043,0.28042,479.88675829,0.035629168097,479.88676328,-4.9987293664e-06,0.0038390940663,2.8503334477e-07,0.0038390941063,-3.9989835228e-11,0,0,0.20021296169,4.7911041806e-06,-0.048609070647,0.062674450664,0.0085594599866,-0.048614063691,0.062682164235,0.0085490022458,-7.713571657e-06,-0.065244176214,0.064600828671,-0.0098712877526,0.0097948560445,-0.065251747822,0.064608286889,-0.0098603957225,0.0097838326402,0.11937328089,0,0,84151,27268,7805,5776,46019,16470,45937,16574,3,34565,3,-2,700,1157,0,2,0,0,31d 13h 55m 15s,31d 25m 26.841s,13h 9m 26.256s,155d 6h 40m 19s,160.05248762,125.00005135,318.74601977,-1.3589802259,252.46799824,-2.1444449581
13044,0.28043,479.92240646,0.035648178209,479.92241147,-5.0072202953e-06,0.0038393792517,2.8518542568e-07,0.0038393792918,-4.0057762229e-11,0,0,0.2002192676,8.5266163824e-06,-0.048619532955,0.062691670277,0.0085435108439,-0.048624536938,0.062699397661,0.0085330345277,-7.7273846697e-06,-0.065261621998,0.064618344484,-0.0098534292623,0.0097770926059,-0.065269210133,0.064625817039,-0.0098425148235,0.009766046048,0.12457998106,0,0,84159,27263,7805,5773,46025,16467,45939,16569,3,34565,3,-2,694,1137,0,2,0,0,31d 13h 57m 52s,31d 28m 3.605s,13h 9m 26.256s,155d 5h 52m 51s,160.05373762,125.00005135,318.74854554,-1.3589544613,252.46799001,-2.1443774453
13045,0.28044,479.95807363,0.035667171231,479.95807865,-5.0117243404e-06,0.0038396645891,2.8533736985e-07,0.0038396646292,-4.0093794604e-11,0,0,0.20022562761,2.7413478998e-06,-0.048629992934,0.06270888788,0.0085275726186,-0.048634998132,0.062716616148,0.0085170864667,-7.7282683946e-06,-0.065279066074,0.064635860392,-0.009835575354,0.0097593380102,-0.065286654864,0.064643331759,-0.0098246574818,0.0097482837265,0.12565063342,0,0,84169,27253,7807,5771,46031,16459,45945,16565,3,34565,3,-2,720,1172,0,2,0,0,31d 14h 35s,31d 30m 47.200s,13h 9m 26.256s,155d 5h 15m 47s,160.05498762,125.00005135,318.75107049,-1.3589295105,252.46798208,-2.1443117966
