load_step,load,total_energy,total_energy_change,total_init_energy,total_e_change_from_init,avg_energy,avg_energy_change,avg_init_energy,avg_e_change_from_init,min_iter_total_energy_change,min_iter_avg_energy_change,max_energy,max_force,avg_sigma11,avg_sigma12,avg_sigma22,avg_init_sigma11,avg_init_sigma12,avg_init_sigma22,avg_sigma12_change_from_init,avg_P11,avg_P12,avg_P21,avg_P22,avg_init_P11,avg_init_P12,avg_init_P21,avg_init_P22,participationFraction,m3_participationFraction,nr_elements_with_m3_fix_change,nr_red_q1,nr_red_q2,nr_red_q3,nr_red_q4,nr_red_q1_fixed,nr_red_q2_fixed,nr_red_q3_fixed,nr_red_q4_fixed,max_m3_nr,sum_m3,max_positive_plastic_jump,max_negative_plastic_jump,nr_iterations,nr_func_evals,nr_edge_flips,LBFGS_Term_reason,CG_Term_reason,FIRE_Term_reason,run_time,minimization_time,write_time,est_time_remaining,cmX,cmY,maxX,minX,maxY,minY
11672,0.26671,457.34107668,0.035793352215,457.34108149,-4.8105233077e-06,0.0036587286135,2.8634681772e-07,0.0036587286519,-3.8484186757e-11,0,0,0.19307402324,3.3664863342e-06,-0.048242630689,0.061884807075,0.0071977719862,-0.048247397628,0.061892217055,0.0071877556792,-7.4099794996e-06,-0.064120846027,0.063978328243,-0.0084015333053,0.0083103804293,-0.064127901991,0.063985495794,-0.0083909111263,0.0082998166606,0.13080364015,0,0,85735,25390,8075,5800,46894,15589,46916,15601,3,32760,3,-2,687,1218,0,2,0,0,25d 16h 9m 31s,25d 5h 50m 4.697s,9h 59m 53.217s,100d 11h 19m 39s,158.33886152,124.99985137,317.57125231,0.89375231026,251.83784856,-2.0069624259
11673,0.26672,457.37688954,0.035812855348,457.37689436,-4.8253758678e-06,0.0036590151163,2.8650284278e-07,0.0036590151549,-3.8603007076e-11,0,0,0.19307984037,9.6264077215e-07,-0.048253656099,0.06190207629,0.0071812428355,-0.048258430974,0.061909495071,0.0071712130347,-7.4187806296e-06,-0.064138466114,0.063995848582,-0.0083830991175,0.0082918903499,-0.064145531825,0.064003025072,-0.008372462683,0.0082813121508,0.12251981617,0,0,85754,25374,8075,5797,46902,15582,46927,15589,3,32760,3,-2,690,1247,0,1,0,0,25d 16h 12m 35s,25d 5h 52m 12.228s,10h 49.280s,100d 13h 50m 37s,158.34011152,124.99985137,317.57371243,0.89371243355,251.83780821,-2.0069645444
11674,0.26673,457.41272189,0.035832353973,457.41272672,-4.8302105142e-06,0.0036593017751,2.8665883179e-07,0.0036593018138,-3.8641684037e-11,0,0,0.19308569471,1.2560027005e-05,-0.048264672892,0.06191933827,0.0071647250207,-0.048269455161,0.061926763132,0.0071546850878,-7.4248619901e-06,-0.064156078109,0.064013361313,-0.0083646797938,0.0082734136667,-0.064163150771,0.064020544289,-0.0083540297465,0.0082628233396,0.11531122716,0,0,85766,25364,8073,5797,46907,15577,46932,15584,3,32760,3,-2,434,706,0,2,0,0,25d 16h 13m 50s,25d 5h 53m 26.555s,10h 49.280s,100d 12h 6m 29s,158.34136152,124.99985137,317.5761729,0.89367289679,251.83777211,-2.0069702824
11675,0.26674,457.44857373,0.035851839408,457.44857857,-4.8351137707e-06,0.0036595885899,2.8681471526e-07,0.0036595886285,-3.8680910038e-11,0,0,0.19309143076,2.1400523687e-06,-0.048275691588,0.061936589122,0.0071482182063,-0.048280470731,0.061944023958,0.0071381684772,-7.4348360787e-06,-0.064173683491,0.064030865099,-0.0083462672982,0.0082549459222,-0.064180761625,0.064038055899,-0.0083356116747,0.0082443479248,0.13712937151,0,0,85776,25356,8075,5793,46910,15574,46941,15575,3,32760,3,-2,707,1230,0,2,0,0,25d 16h 15m 58s,25d 5h 55m 34.279s,10h 49.280s,100d 12h 26m 41s,158.34261152,124.99985137,317.57863293,0.89363293308,251.83772561,-2.0069663383
11676,0.26675,457.48444506,0.03587132739,457.48444989,-4.8312721219e-06,0.0036598755605,2.8697061912e-07,0.0036598755991,-3.8650177243e-11,0,0,0.1930973107,6.9998742478e-06,-0.04828670789,0.061953851825,0.0071316977436,-0.048291488205,0.061961273656,0.0071216628654,-7.4218305526e-06,-0.06419129688,0.064048378979,-0.0083278455784,0.0082364659736,-0.064198365868,0.064055558564,-0.0083172004299,0.0082258814472,0.11547906873,0,0,85787,25347,8074,5792,46915,15569,46946,15570,3,32760,3,-2,443,756,0,2,0,0,25d 16h 17m 17s,25d 5h 56m 52.816s,10h 49.280s,100d 10h 52m 50s,158.34386152,124.99985137,317.58109402,0.8935940232,251.83769067,-2.0069723621
11677,0.26676,457.52033586,0.035890799996,457.52034071,-4.8506993835e-06,0.0036601626869,2.8712639997e-07,0.0036601627257,-3.8805595022e-11,0,0,0.19310293831,3.1560597044e-06,-0.048297711954,0.061971084556,0.0071152171543,-0.048302503284,0.061978535205,0.0071051436073,-7.4506493099e-06,-0.06420888318,0.064065864587,-0.0083094605974,0.0082180261011,-0.064215978115,0.064073071321,-0.0082987799627,0.0082074027674,0.12726255441,0,0,85806,25329,8075,5790,46923,15560,46958,15559,3,32760,3,-2,713,1198,0,2,0,0,25d 16h 19m 22s,25d 5h 58m 57.833s,10h 49.280s,100d 11h 6m 59s,158.34511152,124.99985137,317.5835533,0.89355329793,251.83764474,-2.0069699222
11678,0.26677,457.55624613,0.0359102743,457.55625097,-4.8351809596e-06,0.0036604499691,2.872821944e-07,0.0036604500077,-3.8681447368e-11,0,0,0.19310873986,6.1569421264e-06,-0.048308715313,0.061988328561,0.0070987226387,-0.048313506125,0.061995766782,0.0070886642212,-7.4382211515e-06,-0.064226478125,0.064083360253,-0.0082910651876,0.0081995730889,-0.064233563276,0.064090555809,-0.0082803962329,0.0081889641624,0.10983525256,0,0,85823,25315,8073,5789,46935,15551,46961,15553,3,32760,3,-2,455,735,0,2,0,0,25d 16h 20m 40s,25d 6h 15.389s,10h 49.280s,100d 9h 31m 24s,158.34636152,124.99985137,317.58601326,0.89351325579,251.83760875,-2.0069759438
11679,0.26678,457.59217587,0.035929733844,457.59218071,-4.8434083055e-06,0.0036607374069,2.8743787075e-07,0.0036607374457,-3.874726668e-11,0,0,0.19311433176,2.6961529805e-06,-0.048319716714,0.062005558643,0.0070822455654,-0.048324508261,0.062013009633,0.0070721709115,-7.4509902979e-06,-0.064244062312,0.064100843331,-0.0082726852114,0.0081811376112,-0.064251157079,0.064108050353,-0.0082620020766,0.0081705124202,0.12779805368,0,0,85835,25304,8074,5787,46937,15548,46972,15543,3,32760,3,-2,680,1185,0,2,0,0,25d 16h 22m 44s,25d 6h 2m 18.866s,10h 49.280s,100d 9h 42m 0s,158.34761151,124.99985137,317.58847377,0.89347376814,251.83756285,-2.0069724111
11680,0.26679,457.62812506,0.035949195006,457.6281299,-4.8369909678e-06,0.0036610250005,2.8759356005e-07,0.0036610250392,-3.8695927972e-11,0,0,0.19312021951,1.1252021786e-05,-0.048330712303,0.062022793593,0.0070657619357,-0.048335508439,0.062030238561,0.0070556950431,-7.4449682874e-06,-0.064261649011,0.064118330612,-0.0082543040569,0.0081626964098,-0.064268740125,0.06412553231,-0.0082436233524,0.0081520782112,0.10951856214,0,0,85856,25282,8073,5789,46946,15540,46983,15531,3,32760,3,-2,398,623,0,2,0,0,25d 16h 23m 50s,25d 6h 3m 24.984s,10h 49.280s,100d 7h 40m 33s,158.34886151,124.99985137,317.59093427,0.89343427388,251.83752891,-2.006978644
11681,0.2668,457.6640937,0.035968641865,457.66409855,-4.8455731303e-06,0.0036613127496,2.8774913492e-07,0.0036613127884,-3.8764585292e-11,0,0,0.19312582036,1.5209667304e-06,-0.048341706118,0.062040021061,0.0070492902827,-0.048346502804,0.062047472356,0.0070392126208,-7.4512947612e-06,-0.064279227532,0.064135810259,-0.0082359292705,0.0081442667946,-0.064286325681,0.064143018469,-0.0082252434527,0.0081336382813,0.11163617679,0,0,85869,25269,8074,5788,46952,15532,46991,15525,3,32760,3,-2,452,735,0,2,0,0,25d 16h 25m 8s,25d 6h 4m 42.225s,10h 49.280s,100d 6h 5m 6s,158.35011151,124.99985137,317.59339536,0.89339536265,251.83748839,-2.0069819678
11682,0.26681,457.70008178,0.035988080539,457.70008664,-4.8547934739e-06,0.0036616006543,2.8790464432e-07,0.0036616006931,-3.8838347902e-11,0,0,0.19313144303,9.8494003831e-07,-0.048352694273,0.062057233227,0.0070328356263,-0.048357495395,0.06206469867,0.0070227421736,-7.4654429607e-06,-0.064296794319,0.064153276589,-0.0082175751568,0.0081258555538,-0.064303903061,0.064160496994,-0.0082068699204,0.0081152099357,0.1294161709,1,1,85885,25254,8074,5787,46960,15525,46999,15516,3,32761,3,-2,704,1224,0,2,0,0,25d 16h 27m 15s,25d 6h 6m 49.672s,10h 49.280s,100d 6h 25m 10s,158.35136151,124.99985137,317.59585529,0.89335529252,251.83744253,-2.0069771052
11683,0.26682,457.73608931,0.036007522558,457.73609415,-4.8443798164e-06,0.0036618887145,2.8806018047e-07,0.0036618887532,-3.8755038675e-11,0,0,0.19313724326,1.4568444662e-05,-0.048363683195,0.062074459164,0.0070163638493,-0.048368482327,0.062081909682,0.0070062887225,-7.4505174057e-06,-0.064314372977,0.06417075509,-0.0081992070877,0.0081074271434,-0.064321468708,0.064177962202,-0.0081885170599,0.0080967999644,0.10785904795,0,0,85903,25237,8074,5786,46970,15516,47007,15507,3,32761,3,-2,384,615,0,2,0,0,25d 16h 28m 20s,25d 6h 7m 53.596s,10h 49.280s,100d 4h 19m 41s,158.35261151,124.99985137,317.59831682,0.89331681658,251.83740839,-2.0069826006
11684,0.26683,457.77211625,0.036026942854,457.77212112,-4.8678739404e-06,0.00366217693,2.8821554283e-07,0.0036621769689,-3.8942991627e-11,0,0,0.19314269544,2.8599434632e-06,-0.048374663803,0.062091661922,0.0069999247185,-0.048379470025,0.062099134464,0.0069898181533,-7.4725417188e-06,-0.064331928845,0.064188211937,-0.0081808648414,0.008089030802,-0.064339046222,0.06419543958,-0.0081701502469,0.0080783728264,0.12056215197,0,0,85921,25220,8078,5781,46984,15503,47015,15498,3,32761,3,-2,690,1133,0,2,0,0,25d 16h 30m 17s,25d 6h 9m 50.871s,10h 49.280s,100d 4h 16m 35s,158.35386151,124.99985137,317.60077636,0.89327636153,251.83736135,-2.0069791196
11685,0.26684,457.80816262,0.036046366732,457.80816748,-4.8627563274e-06,0.0036624653009,2.8837093386e-07,0.0036624653398,-3.8902050418e-11,0,0,0.19314832766,2.4197154578e-06,-0.048385638117,0.062108862858,0.0069834874841,-0.048390449409,0.062116336066,0.0069733802288,-7.4732084318e-06,-0.064349482595,0.064205666528,-0.0081625294687,0.0080706380532,-0.064356600948,0.064212895305,-0.0081518092568,0.0080599777561,0.10941213057,0,0,85932,25208,8083,5777,46988,15496,47027,15489,3,32761,3,-2,703,1198,0,2,0,0,25d 16h 32m 22s,25d 6h 11m 55.400s,10h 49.280s,100d 4h 29m 58s,158.35511151,124.99985137,317.60323628,0.89323628409,251.83732149,-2.0069808284
11686,0.26685,457.8442284,0.036065783245,457.84423326,-4.8593772135e-06,0.0036627538272,2.8852626596e-07,0.0036627538661,-3.8875017788e-11,0,0,0.19315417351,5.1485842603e-06,-0.048396610558,0.062126067573,0.0069670440358,-0.0484014225,0.062133535847,0.0069569442007,-7.468274203e-06,-0.064367039814,0.064223125013,-0.00814419229,0.0080522393946,-0.064374153557,0.064230348773,-0.0081334751401,0.0080415862786,0.10798999992,1,1,85948,25193,8080,5779,46993,15490,47035,15482,3,32762,3,-2,394,645,0,2,0,0,25d 16h 33m 30s,25d 6h 13m 2.794s,10h 49.280s,100d 2h 33m 22s,158.3563615,124.99985137,317.60569843,0.89319842833,251.83728791,-2.0069867378
11687,0.26686,457.88031358,0.036085180899,457.88031846,-4.8771514116e-06,0.0036630425086,2.8868144719e-07,0.0036630425477,-3.9017211337e-11,0,0,0.19315945055,5.1844281647e-06,-0.048407571807,0.062143244277,0.0069506409018,-0.048412393717,0.062150739406,0.0069405019601,-7.4951295959e-06,-0.064384569413,0.064240555752,-0.008125888291,0.0080338820913,-0.064391709632,0.064247806133,-0.008115139219,0.0080231888929,0.11141954271,0,0,85971,25172,8082,5775,47002,15479,47051,15468,3,32762,3,-2,712,1203,0,2,0,0,25d 16h 35m 35s,25d 6h 15m 7.681s,10h 49.280s,100d 2h 47m 44s,158.3576115,124.99985137,317.60815726,0.89315726483,251.83723997,-2.0069830662
11688,0.26687,457.91641816,0.036104583495,457.91642302,-4.8584795991e-06,0.0036633313453,2.8883666796e-07,0.0036633313842,-3.8867836467e-11,0,0,0.1931651568,4.6555347481e-06,-0.048418541994,0.062160447082,0.0069342026328,-0.048423353743,0.062167914955,0.0069241000322,-7.4678727354e-06,-0.064402123874,0.064258011969,-0.0081075531863,0.0080154882046,-0.06440923809,0.064265235749,-0.0080968364772,0.008004832861,0.10221248867,0,0,85994,25154,8077,5775,47008,15470,47063,15459,3,32762,3,-2,461,766,0,2,0,0,25d 16h 36m 55s,25d 6h 16m 27.965s,10h 49.280s,100d 1h 20m 59s,158.3588615,124.99985137,317.61061784,0.89311784277,251.8372056,-2.0069887785
11689,0.26688,457.95254213,0.03612396979,457.95254702,-4.8843761533e-06,0.0036636203371,2.8899175832e-07,0.0036636203761,-3.9075009287e-11,0,0,0.19317057248,4.906549447e-06,-0.048429494651,0.062177612741,0.0069178132165,-0.048434322706,0.062185116603,0.0069076629729,-7.5038617556e-06,-0.064419643896,0.064275432766,-0.0080892681332,0.0079971461875,-0.064426791406,0.06428269084,-0.0080785026329,0.0079864402494,0.11008456887,1,1,86007,25141,8081,5771,47020,15458,47068,15454,3,32763,3,-2,658,1103,0,2,0,0,25d 16h 38m 51s,25d 6h 18m 23.773s,10h 49.280s,100d 1h 14m 53s,158.3601115,124.99985137,317.61307959,0.89307959382,251.83716069,-2.006985984
11690,0.26689,457.98868549,0.036143352361,457.98869036,-4.870149553e-06,0.0036639094839,2.8914681889e-07,0.0036639095229,-3.8961196248e-11,0,0,0.19317614066,1.5823029241e-06,-0.048440448903,0.062194788618,0.006901410025,-0.048445274141,0.062202281104,0.0068912747647,-7.4924858755e-06,-0.064437171615,0.064292863606,-0.0080709689061,0.0079787896268,-0.064444310286,0.064300110511,-0.0080602188393,0.0079680995063,0.10693605905,0,0,86019,25128,8085,5768,47026,15453,47078,15443,3,32763,3,-2,749,1344,0,2,0,0,25d 16h 41m 11s,25d 6h 20m 43.141s,10h 49.280s,100d 2h 2m 0s,158.3613615,124.99985137,317.6155394,0.89303939782,251.83712006,-2.0069861882
11691,0.2669,458.02484821,0.036162728161,458.02485309,-4.8742057857e-06,0.0036641987857,2.8930182529e-07,0.0036641988247,-3.8993646419e-11,0,0,0.19318170176,6.8688014434e-06,-0.048451397813,0.062211962865,0.0068850115871,-0.04845622717,0.062219455823,0.0068748727828,-7.4929587617e-06,-0.064454697729,0.064310291173,-0.0080526764808,0.0079604383587,-0.064461836862,0.064317540226,-0.0080419208735,0.0079497442211,0.09476062545,0,0,86032,25118,8084,5766,47030,15448,47086,15436,3,32763,3,-2,433,719,0,2,0,0,25d 16h 42m 27s,25d 6h 21m 58.843s,10h 49.280s,100d 25m 29s,158.3626115,124.99985137,317.61799967,0.89299967033,251.83708564,-2.0069930735
11692,0.26691,458.0610303,0.036182089342,458.06103519,-4.8865960025e-06,0.0036644882424,2.8945671473e-07,0.0036644882815,-3.9092768085e-11,0,0,0.1931871297,7.2771632368e-06,-0.048462339764,0.062229114892,0.0068686414596,-0.048467174856,0.062236628911,0.0068584755553,-7.5140187836e-06,-0.064472204207,0.06432769907,-0.008034409831,0.007942115368,-0.064479361832,0.064334966665,-0.0080236297104,0.0079313942295,0.10394568858,0,0,86045,25107,8085,5763,47043,15437,47087,15433,3,32763,3,-2,630,1095,0,2,0,0,25d 16h 44m 21s,25d 6h 23m 52.106s,10h 49.280s,100d 13m 47s,158.3638615,124.99985137,317.62046209,0.89296208793,251.83704193,-2.0069912476
11693,0.26692,458.09723175,0.036201447182,458.09723663,-4.8788746199e-06,0.003664777854,2.8961157746e-07,0.003664777893,-3.9030997184e-11,0,0,0.19319255781,4.2067190787e-06,-0.048473277835,0.062246268487,0.0068522690113,-0.048478115586,0.062253779781,0.0068421066362,-7.5112935567e-06,-0.064489709975,0.064345107318,-0.0080161434251,0.0079237916296,-0.064496867168,0.064352373436,-0.0080053643219,0.0079130725135,0.10086621701,0,0,86063,25092,8083,5762,47055,15428,47091,15426,3,32763,3,-2,688,1250,0,2,0,0,25d 16h 46m 29s,25d 6h 26m 0.120s,10h 49.280s,100d 35m 15s,158.36511149,124.99985137,317.62292218,0.89292218233,251.83700032,-2.0069912972
11694,0.26693,458.13345255,0.036220795698,458.13345743,-4.8804904509e-06,0.0036650676204,2.8976636558e-07,0.0036650676594,-3.9043923476e-11,0,0,0.19319802697,2.8204457478e-06,-0.048484216687,0.062263423096,0.0068358949585,-0.048489052436,0.062270932217,0.0068257353971,-7.5091215042e-06,-0.064507216913,0.064362517282,-0.007997875789,0.00790546593,-0.064514371795,0.064369780557,-0.0079870991782,0.0078947500504,0.10062334183,0,0,86071,25085,8087,5757,47063,15421,47095,15421,3,32763,3,-2,709,1238,0,2,0,0,25d 16h 48m 37s,25d 6h 28m 7.663s,10h 49.280s,100d 55m 34s,158.36636149,124.99985137,317.62538327,0.89288327382,251.83695989,-2.0069919243
11695,0.26694,458.16969268,0.036240136031,458.16969757,-4.8914986905e-06,0.0036653575415,2.8992108825e-07,0.0036653575806,-3.9131989316e-11,0,0,0.19320343703,1.7889948897e-06,-0.04849514665,0.062280569442,0.0068195357178,-0.048499990066,0.062288085667,0.0068093625533,-7.5162244534e-06,-0.064524714555,0.064379918655,-0.007979621919,0.0078871551263,-0.06453187759,0.064387189394,-0.0079688328048,0.007876425626,0.091619201865,0,0,86083,25073,8088,5756,47070,15412,47101,15417,3,32763,3,-2,576,974,0,2,0,0,25d 16h 50m 18s,25d 6h 29m 48.977s,10h 49.280s,100d 17m 5s,158.36761149,124.99985137,317.62784407,0.89284407086,251.83692261,-2.0069956326
11696,0.26695,458.20595215,0.03625946569,458.20595705,-4.8997158615e-06,0.0036656476172,2.9007572552e-07,0.0036656476564,-3.9197726662e-11,0,0,0.1932088458,1.5348250673e-06,-0.048506069547,0.062297699943,0.0068031940555,-0.048510918808,0.062305230853,0.0067930045225,-7.5309098075e-06,-0.064542198498,0.064397304892,-0.0079613887662,0.0078688641752,-0.06454937409,0.064404589637,-0.0079505801988,0.0078581160986,0.099632182545,1,1,86095,25063,8088,5754,47076,15404,47107,15413,3,32764,3,-2,699,1216,0,2,0,0,25d 16h 52m 25s,25d 6h 31m 55.030s,10h 49.280s,100d 34m 0s,158.36886149,124.99985137,317.63030565,0.89280565249,251.83687983,-2.0069943691
11697,0.26696,458.24223094,0.03627878876,458.24223583,-4.8966642225e-06,0.0036659378475,2.9023031008e-07,0.0036659378867,-3.9173313465e-11,0,0,0.19321422956,1.818045513e-06,-0.048516990273,0.062314832596,0.0067868528873,-0.048521840484,0.062322360195,0.006776664069,-7.5275990224e-06,-0.064559683126,0.064414693521,-0.0079431545361,0.0078505725738,-0.064566856892,0.064421974748,-0.007932348308,0.0078398264225,0.091200023983,0,0,86105,25051,8091,5753,47079,15399,47117,15405,3,32764,3,-2,624,1043,0,2,0,0,25d 16h 54m 13s,25d 6h 33m 43.484s,10h 49.280s,100d 11m 33s,158.37011149,124.99985137,317.63276677,0.89276676951,251.83684132,-2.0069969001
11698,0.26697,458.27852904,0.036298103515,458.27853394,-4.9020819688e-06,0.0036662282323,2.9038482812e-07,0.0036662282715,-3.9216655531e-11,0,0,0.19321968801,1.0066099646e-05,-0.048527900037,0.06233195184,0.0067705291696,-0.048532759988,0.062339491688,0.0067603241103,-7.5398484291e-06,-0.064577154506,0.06443206832,-0.007924939816,0.0078322997231,-0.064584340378,0.064439362249,-0.0079141153415,0.0078215360972,0.089872084178,0,0,86119,25037,8092,5752,47083,15393,47128,15396,3,32764,3,-2,463,761,0,2,0,0,25d 16h 55m 33s,25d 6h 35m 3.208s,10h 49.280s,99d 22h 45m 18s,158.37136149,124.99985137,317.63522694,0.8927269447,251.83680561,-2.0070019758
11699,0.26698,458.31484644,0.036317403974,458.31485135,-4.9035886605e-06,0.0036665187716,2.9053923179e-07,0.0036665188108,-3.9228709257e-11,0,0,0.19322493422,1.9998550024e-06,-0.048538813113,0.062349069183,0.0067542066165,-0.048543668532,0.062356609773,0.0067440016016,-7.5405907613e-06,-0.064594623615,0.064449441897,-0.0079067260831,0.0078140291879,-0.064601810617,0.064456735921,-0.0078959018847,0.0078032645221,0.096977157777,0,0,86139,25017,8092,5752,47095,15383,47136,15386,3,32764,3,-2,698,1183,0,2,0,0,25d 16h 57m 37s,25d 6h 37m 6.702s,10h 49.280s,99d 22h 56m 36s,158.37261148,124.99985137,317.63768923,0.89268922811,251.83676,-2.0069983063
11700,0.26699,458.35118315,0.036336702246,458.35118805,-4.9078774396e-06,0.0036668094652,2.9069361797e-07,0.0036668095044,-3.9263019485e-11,0,0,0.19323026966,8.2750580732e-06,-0.048549722665,0.062366188025,0.0067378837499,-0.048554580389,0.062373725956,0.006727680258,-7.5379305894e-06,-0.064612094816,0.064466816283,-0.0078885112912,0.0077957566859,-0.064619278585,0.064474108369,-0.0078776894163,0.0077849952635,0.086642925892,0,0,86158,24999,8092,5751,47105,15372,47145,15378,3,32764,3,-2,529,884,0,2,0,0,25d 16h 59m 9s,25d 6h 38m 38.503s,10h 49.280s,99d 21h 57m 35s,158.37386148,124.99985137,317.64014936,0.89264936027,251.83672385,-2.0070029416
11701,0.267,458.38753913,0.036355986068,458.38754406,-4.9257944283e-06,0.0036671003131,2.9084788855e-07,0.0036671003525,-3.9406355349e-11,0,0,0.19323556366,3.4718390647e-06,-0.048560616003,0.062383280889,0.0067215962529,-0.04856548872,0.062390843638,0.0067113586014,-7.5627493763e-06,-0.064629538513,0.064484166502,-0.0078703346482,0.0077775234487,-0.064636748644,0.064491481627,-0.0078594758898,0.0077667240389,0.093986473265,1,1,86173,24983,8095,5749,47116,15362,47152,15370,3,32765,3,-2,713,1230,0,2,0,0,25d 17h 1m 17s,25d 6h 40m 46.098s,10h 49.280s,99d 22h 17m 58s,158.37511148,124.99985137,317.64261181,0.89261181444,251.83667963,-2.0070002544
11702,0.26701,458.4239144,0.036375263918,458.42391931,-4.9164108304e-06,0.0036673913152,2.9100211135e-07,0.0036673913545,-3.9331286492e-11,0,0,0.19324087429,2.2932866498e-06,-0.048571512089,0.062400380373,0.0067053002098,-0.048576380839,0.062407935342,0.0066950723126,-7.5549696932e-06,-0.064646989665,0.064501522372,-0.0078521484936,0.0077592799105,-0.064654191201,0.064508830718,-0.0078413005113,0.0077484920772,0.087361578408,1,1,86187,24970,8093,5750,47124,15355,47156,15365,3,32766,3,-2,689,1213,0,1,0,0,25d 17h 3m 23s,25d 6h 42m 51.571s,10h 49.280s,99d 22h 33m 36s,158.37636148,124.99985137,317.64507341,0.89257341068,251.83664037,-2.007001696
11703,0.26702,458.46030893,0.036394532934,458.46031385,-4.923511824e-06,0.0036676824714,2.9115626347e-07,0.0036676825108,-3.9388094782e-11,0,0,0.19324620714,9.4667570157e-06,-0.048582403766,0.062417476852,0.0066890098372,-0.048587275706,0.062425033666,0.0066787774788,-7.5568142453e-06,-0.064664437325,0.064518875278,-0.0078339672661,0.0077410415397,-0.064671641212,0.064526185459,-0.0078231156223,0.007730249816,0.082811942366,0,0,86210,24949,8092,5749,47134,15347,47168,15351,3,32766,3,-2,474,765,0,2,0,0,25d 17h 4m 44s,25d 6h 44m 12.864s,10h 49.280s,99d 21h 11m 48s,158.37761148,124.99985137,317.64753347,0.89253347269,251.83660502,-2.0070073087
11704,0.26703,458.49672272,0.036413787738,458.49672766,-4.9394135999e-06,0.0036679737817,2.9131030191e-07,0.0036679738213,-3.9515308994e-11,0,0,0.19325137235,3.3734194332e-06,-0.048593282617,0.062434551696,0.0066727476334,-0.048598166163,0.062442128985,0.006662488316,-7.5772889695e-06,-0.064681862294,0.06453620759,-0.0078158186001,0.0077228355415,-0.064689087731,0.064543537236,-0.0078049356613,0.0077120127228,0.087703026707,0,0,86224,24934,8094,5748,47144,15336,47174,15346,3,32766,3,-2,610,1036,0,2,0,0,25d 17h 6m 25s,25d 6h 45m 52.749s,10h 49.280s,99d 20h 31m 0s,158.37886148,124.99985137,317.64999733,0.89249733442,251.83656202,-2.0070053144
11705,0.26704,458.53315576,0.036433040113,458.53316069,-4.9303390597e-06,0.0036682652461,2.914643209e-07,0.0036682652855,-3.9442712551e-11,0,0,0.1932568087,9.6808317134e-06,-0.048604146967,0.062451610277,0.0066565075238,-0.048609043794,0.06245920267,0.006646227322,-7.5923930909e-06,-0.064699273295,0.064553523671,-0.0077976948654,0.0077046521684,-0.064706511558,0.064560868419,-0.0077867882618,0.0076938080026,0.084853306671,0,0,86227,24930,8095,5748,47144,15331,47178,15347,3,32766,3,-2,412,653,0,2,0,0,25d 17h 7m 0s,25d 6h 46m 28.042s,10h 49.280s,99d 17h 28m 16s,158.38011148,124.99985137,317.65245772,0.8924577209,251.83652708,-2.0070106249
11706,0.26705,458.56960803,0.036452271501,458.56961295,-4.9189797551e-06,0.0036685568642,2.9161817201e-07,0.0036685569036,-3.9351837761e-11,0,0,0.1932618828,1.1273097942e-06,-0.048615029956,0.062468689787,0.0066402384843,-0.048619906926,0.062476260092,0.0066299884204,-7.5703053094e-06,-0.064716701591,0.064570861063,-0.0077795344365,0.0076864375022,-0.064723921419,0.064578183374,-0.0077686657913,0.0076756259052,0.089009319027,1,1,86243,24914,8097,5746,47155,15320,47185,15340,3,32767,3,-2,791,1351,0,2,0,0,25d 17h 9m 16s,25d 6h 48m 43.878s,10h 49.280s,99d 18h 6m 47s,158.38136147,124.99985137,317.65491973,0.89241973045,251.83647965,-2.0070045716
11707,0.26706,458.60607953,0.036471503877,458.60608447,-4.938373479e-06,0.0036688486363,2.9177203101e-07,0.0036688486758,-3.9506987959e-11,0,0,0.19326703365,3.8886639443e-06,-0.048625893329,0.062485745516,0.0066240051298,-0.048630788695,0.062493338441,0.0066137205911,-7.5929252228e-06,-0.064734107802,0.06458817392,-0.0077614147505,0.0076682609894,-0.064741348576,0.064595519636,-0.0077505066299,0.0076574125171,0.080678472491,0,0,86266,24890,8099,5745,47170,15306,47195,15329,3,32767,3,-2,696,1183,0,2,0,0,25d 17h 11m 17s,25d 6h 50m 44.207s,10h 49.280s,99d 18h 11m 18s,158.38261147,124.99985137,317.65738233,0.89238233122,251.83644018,-2.0070068046
11708,0.26707,458.64257026,0.036490724458,458.64257519,-4.9338815984e-06,0.0036691405621,2.9192579566e-07,0.0036691406015,-3.9471053162e-11,0,0,0.19327236162,3.2977420119e-06,-0.048636765988,0.062502819737,0.0066077448747,-0.048641650849,0.062510393011,0.0065974884462,-7.5732742748e-06,-0.064751531388,0.064605505574,-0.007743266311,0.0076500548491,-0.064758753646,0.064612831364,-0.0077323882111,0.0076392372823,0.081681103385,0,0,86286,24872,8097,5745,47180,15300,47203,15317,3,32767,3,-2,458,738,0,2,0,0,25d 17h 13m 33s,25d 6h 52m 2.278s,10h 1m 47.146s,99d 18h 50m 12s,158.38386147,124.99985137,317.6598434,0.89234340242,251.83640531,-2.0070123405
