load_step,load,total_energy,total_energy_change,total_init_energy,total_e_change_from_init,avg_energy,avg_energy_change,avg_init_energy,avg_e_change_from_init,min_iter_total_energy_change,min_iter_avg_energy_change,max_energy,max_force,avg_sigma11,avg_sigma12,avg_sigma22,avg_init_sigma11,avg_init_sigma12,avg_init_sigma22,avg_sigma12_change_from_init,avg_P11,avg_P12,avg_P21,avg_P22,avg_init_P11,avg_init_P12,avg_init_P21,avg_init_P22,participationFraction,m3_participationFraction,nr_elements_with_m3_fix_change,nr_red_q1,nr_red_q2,nr_red_q3,nr_red_q4,nr_red_q1_fixed,nr_red_q2_fixed,nr_red_q3_fixed,nr_red_q4_fixed,max_m3_nr,sum_m3,max_positive_plastic_jump,max_negative_plastic_jump,nr_iterations,nr_func_evals,nr_edge_flips,LBFGS_Term_reason,CG_Term_reason,FIRE_Term_reason,run_time,minimization_time,write_time,est_time_remaining,cmX,cmY,maxX,minX,maxY,minY
2924,0.17923,428.1480159,0.013877340345,428.1480232,-7.3045827094e-06,0.0034251841272,1.1101872276e-07,0.0034251841856,-5.843666176e-11,0,0,0.20451425564,1.017208705e-06,0,-0.00011217633474,0,0,-0.00011211030646,0,-6.6028278566e-08,0,0.026496680559,0,0,0,0,0,0,0,0,1,61686,33242,17384,12688,39658,22842,39412,23088,3,0,3,-2,778,1291,0,2,0,0,9d 12h 55m 9s,9d 9h 8m 22.536s,3h 44m 12.865s,181d 23h 27m 31s,147.40387453,124.99985137,294.68071616,-0.12678384289,251.49464538,-1.1467805184
2925,0.17924,428.16190879,0.013892894386,428.16191611,-7.3213222436e-06,0.0034252952703,1.1114315509e-07,0.0034252953289,-5.8570577641e-11,0,0,0.20452291456,2.0296522071e-06,0,-0.00011224595686,0,0,-0.00011217910486,0,-6.6851996347e-08,0,0.02651041926,0,0,0,0,0,0,0,0,0,61697,33227,17388,12688,39673,22833,39412,23082,3,0,3,-2,667,1106,0,2,0,0,9d 12h 57m 46s,9d 9h 10m 58.872s,3h 44m 12.865s,181d 23h 32m 9s,147.40512453,124.99985137,294.68321381,-0.12678618895,251.49459818,-1.1467553682
2926,0.17925,428.17581723,0.013908440557,428.17582456,-7.3258780162e-06,0.0034254065378,1.1126752446e-07,0.0034254065965,-5.8607024182e-11,0,0,0.20453157435,5.0030596871e-06,0,-0.00011231554285,0,0,-0.00011224872781,0,-6.6815034762e-08,0,0.026524152257,0,0,0,0,0,0,0,0,2,61709,33215,17386,12690,39675,22827,39420,23078,3,0,3,-2,638,1037,0,2,0,0,9d 13h 11s,9d 9h 13m 23.960s,3h 44m 12.865s,181d 22h 43m 52s,147.40637452,124.99985137,294.68571067,-0.12678932776,251.49455047,-1.1467310607
2927,0.17926,428.18974121,0.013923978748,428.18974854,-7.3317398801e-06,0.0034255179297,1.1139182998e-07,0.0034255179883,-5.8653918961e-11,0,0,0.20454014182,1.8206935025e-06,0,-0.00011238564555,0,0,-0.00011231831499,0,-6.7330563883e-08,0,0.026537882504,0,0,0,0,0,0,0,0,1,61720,33203,17392,12685,39688,22817,39424,23071,3,0,3,-2,804,1359,0,2,0,0,9d 13h 3m 20s,9d 9h 16m 32.540s,3h 44m 12.865s,181d 23h 17m 5s,147.40762452,124.99985137,294.68820591,-0.1267940915,251.49450131,-1.1467082019
2928,0.17927,428.20368072,0.013939513654,428.20368806,-7.3378411116e-06,0.0034256294458,1.1151610923e-07,0.0034256295045,-5.8702728876e-11,0,0,0.20454882155,2.9401280132e-06,0,-0.0001124558406,0,0,-0.00011238841997,0,-6.7420635406e-08,0,0.026551612593,0,0,0,0,0,0,0,0,1,61740,33189,17389,12682,39697,22806,39432,23065,3,0,3,-2,702,1138,0,2,0,0,9d 13h 5m 58s,9d 9h 19m 11.104s,3h 44m 12.865s,181d 23h 35m 16s,147.40887452,124.99985137,294.69070336,-0.12679664143,251.49445475,-1.1466838268
2929,0.17928,428.21763576,0.013955038711,428.21764311,-7.3514927408e-06,0.0034257410861,1.1164030969e-07,0.0034257411449,-5.8811941862e-11,0,0,0.20455747519,1.1556289524e-06,0,-0.00011252705592,0,0,-0.00011245861773,0,-6.8438196726e-08,0,0.026565321629,0,0,0,0,0,0,0,0,2,61757,33177,17392,12674,39707,22795,39442,23056,3,0,3,-2,706,1158,0,2,0,0,9d 13h 8m 40s,9d 9h 21m 53.114s,3h 44m 12.865s,181d 22h 45m 31s,147.41012452,124.99985137,294.6932002,-0.12679979597,251.49440463,-1.1466594342
2930,0.17929,428.23160632,0.01397055772,428.23161366,-7.3445027056e-06,0.0034258528506,1.1176446176e-07,0.0034258529093,-5.8756021316e-11,0,0,0.20456614379,1.7078226741e-06,0,-0.00011259815037,0,0,-0.00011252983529,0,-6.8315082383e-08,0,0.026579025186,0,0,0,0,0,0,0,0,0,61768,33168,17393,12671,39719,22785,39442,23054,3,0,3,-2,767,1301,0,2,0,0,9d 13h 11m 41s,9d 9h 24m 53.114s,3h 44m 12.865s,181d 23h 1m 22s,147.41137452,124.99985137,294.69569622,-0.12680378246,251.49435567,-1.1466353765
2931,0.1793,428.24559239,0.013986069692,428.24559973,-7.3372525549e-06,0.0034259647391,1.1188855754e-07,0.0034259647978,-5.8698020836e-11,0,0,0.2045748076,2.2007174595e-06,0,-0.00011266928172,0,0,-0.00011260093101,0,-6.8350703932e-08,0,0.026592736537,0,0,0,0,0,0,0,0,1,61782,33160,17390,12668,39726,22778,39446,23050,3,0,3,-2,786,1289,0,2,0,0,9d 13h 14m 41s,9d 9h 27m 53.018s,3h 44m 12.865s,181d 23h 55m 0s,147.41262452,124.99985137,294.69819308,-0.12680691785,251.49430749,-1.146611642
2932,0.17931,428.25959396,0.014001573856,428.25960131,-7.3489076158e-06,0.0034260767517,1.1201259085e-07,0.0034260768105,-5.8791260922e-11,0,0,0.20458351779,1.3226773461e-06,0,-0.00011274108825,0,0,-0.00011267206335,0,-6.9024902316e-08,0,0.02660643482,0,0,0,0,0,0,0,0,0,61801,33147,17389,12663,39733,22773,39457,23037,3,0,3,-2,795,1391,0,2,0,0,9d 13h 17m 51s,9d 9h 31m 3.829s,3h 44m 12.865s,182d 1h 7m 0s,147.41387451,124.99985137,294.7006901,-0.12680990075,251.49425938,-1.1465875921
2933,0.17932,428.27361103,0.014017070382,428.27361838,-7.3505203773e-06,0.0034261888883,1.1213656306e-07,0.0034261889471,-5.8804162928e-11,0,0,0.20459229682,6.8240877082e-07,0,-0.00011281318261,0,0,-0.0001127438728,0,-6.9309808728e-08,0,0.026620134152,0,0,0,0,0,0,0,0,0,61821,33129,17391,12659,39748,22760,39464,23028,3,0,3,-2,691,1150,0,2,0,0,9d 13h 20m 30s,9d 9h 33m 42.618s,3h 44m 12.865s,182d 10m 4s,147.41512451,124.99985137,294.7031881,-0.12681189707,251.49421245,-1.1465630044
2934,0.17933,428.28764359,0.014032559954,428.28765095,-7.3591463092e-06,0.0034263011488,1.1226047963e-07,0.0034263012076,-5.8873170661e-11,0,0,0.20460096771,3.4617350355e-06,0,-0.00011288346626,0,0,-0.00011281597169,0,-6.7494565596e-08,0,0.026633831558,0,0,0,0,0,0,0,0,0,61835,33116,17397,12652,39757,22750,39475,23018,3,0,3,-2,577,902,0,2,0,0,9d 13h 22m 38s,9d 9h 35m 50.183s,3h 44m 12.865s,181d 23h 14m 37s,147.41637451,124.99985137,294.70568608,-0.12681392076,251.49416648,-1.1465373749
2935,0.17934,428.30169163,0.014048033063,428.30169901,-7.3797074833e-06,0.003426413533,1.123842645e-07,0.0034264135921,-5.9037660177e-11,0,0,0.20460976439,6.3358553863e-06,0,-0.00011295781276,0,0,-0.00011288626021,0,-7.1552546022e-08,0,0.026647512061,0,0,0,0,0,0,0,0,1,61848,33109,17394,12649,39767,22740,39475,23018,3,0,3,-2,656,1078,0,2,0,0,9d 13h 26m 2s,9d 9h 38m 20.380s,3h 45m 6.651s,181d 23h 37m 52s,147.41762451,124.99985137,294.70818333,-0.12681667276,251.49411627,-1.1465143349
2936,0.17935,428.31575513,0.014063504112,428.31576252,-7.385920469e-06,0.003426526041,1.125080329e-07,0.0034265261001,-5.9087363474e-11,0,0,0.20461846143,4.4661364834e-06,0,-0.00011303110134,0,0,-0.00011296061096,0,-7.0490385073e-08,0,0.026661166897,0,0,0,0,0,0,0,0,0,61864,33098,17396,12642,39780,22730,39480,23010,3,0,3,-2,722,1321,0,2,0,0,9d 13h 29m 3s,9d 9h 41m 20.799s,3h 45m 6.651s,182d 27m 33s,147.41887451,124.99985137,294.7106797,-0.12682030009,251.49406846,-1.1464914443
2937,0.17936,428.3298341,0.014078966021,428.32984146,-7.3645128964e-06,0.0034266386728,1.1263172816e-07,0.0034266387317,-5.8916103333e-11,0,0,0.20462730074,4.6490799679e-06,0,-0.0001131036654,0,0,-0.00011303390458,0,-6.9760818591e-08,0,0.026674854942,0,0,0,0,0,0,0,0,0,61874,33092,17400,12634,39782,22724,39492,23002,3,0,3,-2,607,970,0,2,0,0,9d 13h 31m 10s,9d 9h 43m 27.666s,3h 45m 6.651s,181d 23h 44m 12s,147.42012451,124.99985137,294.71317806,-0.12682194061,251.49402051,-1.1464664054
2938,0.17937,428.34392851,0.014094414957,428.34393591,-7.3979609851e-06,0.0034267514281,1.1275531966e-07,0.0034267514873,-5.9183687898e-11,0,0,0.20463604225,7.2013911594e-06,0,-0.00011317732226,0,0,-0.00011310647251,0,-7.0849749566e-08,0,0.026688498807,0,0,0,0,0,0,0,0,1,61896,33069,17405,12630,39796,22713,39505,22986,3,0,3,-2,598,939,0,2,0,0,9d 13h 33m 22s,9d 9h 45m 40.202s,3h 45m 6.651s,181d 22h 58m 11s,147.42137451,124.99985137,294.71567535,-0.1268246527,251.49397145,-1.1464417122
2939,0.17938,428.35803836,0.014109852885,428.35804575,-7.3854777725e-06,0.0034268643069,1.1287882308e-07,0.003426864366,-5.9083822036e-11,0,0,0.20464482134,9.2812850364e-07,0,-0.00011325285272,0,0,-0.00011318013232,0,-7.2720397369e-08,0,0.026702141479,0,0,0,0,0,0,0,0,2,61914,33053,17405,12628,39806,22709,39513,22972,3,0,3,-2,727,1169,0,2,0,0,9d 13h 36m 6s,9d 9h 48m 23.701s,3h 45m 6.651s,181d 22h 44m 49s,147.4226245,124.99985137,294.71817204,-0.12682796142,251.49392032,-1.1464198059
2940,0.17939,428.37216365,0.01412528513,428.37217103,-7.3801041367e-06,0.0034269773092,1.1300228104e-07,0.0034269773682,-5.9040832986e-11,0,0,0.20465360018,5.7303955623e-07,0,-0.00011332705268,0,0,-0.00011325566546,0,-7.138721531e-08,0,0.026715779925,0,0,0,0,0,0,0,0,1,61922,33047,17408,12623,39808,22703,39522,22967,3,0,3,-2,731,1223,0,2,0,0,9d 13h 38m 48s,9d 9h 51m 6.164s,3h 45m 6.651s,181d 22h 20m 17s,147.4238745,124.99985137,294.72066942,-0.12683058159,251.49387397,-1.146396265
2941,0.1794,428.38630435,0.014140704322,428.38631173,-7.3791310911e-06,0.0034270904348,1.1312563458e-07,0.0034270904939,-5.9033048415e-11,0,0,0.20466244621,1.5923328938e-06,0,-0.00011340167517,0,0,-0.00011332986819,0,-7.1806973073e-08,0,0.026729423942,0,0,0,0,0,0,0,0,1,61939,33029,17412,12620,39817,22695,39534,22954,3,0,3,-2,758,1263,0,2,0,0,9d 13h 41m 35s,9d 9h 53m 52.732s,3h 45m 6.651s,181d 22h 16m 19s,147.4251245,124.99985137,294.72316688,-0.12683312261,251.49382497,-1.1463730508
2942,0.17941,428.40046047,0.014156113562,428.40046786,-7.3967989351e-06,0.0034272036837,1.132489085e-07,0.0034272037429,-5.9174391082e-11,0,0,0.20467129738,2.6482509018e-06,0,-0.00011347698205,0,0,-0.00011340449296,0,-7.2489091933e-08,0,0.02674306132,0,0,0,0,0,0,0,0,0,61954,33019,17414,12613,39826,22689,39542,22943,3,0,3,-2,696,1151,0,2,0,0,9d 13h 44m 15s,9d 9h 56m 32.853s,3h 45m 6.651s,181d 21h 56m 48s,147.4263745,124.99985137,294.72566546,-0.126834542,251.49377698,-1.1463494807
2943,0.17942,428.41463198,0.014171509829,428.4146394,-7.4181464811e-06,0.0034273170558,1.1337207863e-07,0.0034273171152,-5.9345172006e-11,0,0,0.20468014917,6.9377019036e-07,0,-0.00011355338025,0,0,-0.0001134798017,0,-7.3578551335e-08,0,0.026756653406,0,0,0,0,0,0,0,0,2,61973,33002,17417,12608,39840,22677,39550,22933,3,0,3,-2,760,1246,0,2,0,0,9d 13h 47m 9s,9d 9h 59m 26.820s,3h 45m 6.651s,181d 22h 33m 36s,147.4276245,124.99985137,294.72816245,-0.126837549,251.49372602,-1.1463259487
2944,0.17943,428.42881887,0.014186895699,428.42882626,-7.3887966892e-06,0.003427430551,1.1349516559e-07,0.0034274306101,-5.9110373714e-11,0,0,0.20468901016,1.0012266191e-06,0,-0.00011362962605,0,0,-0.00011355620065,0,-7.3425390276e-08,0,0.026770271713,0,0,0,0,0,0,0,0,0,61992,32990,17420,12598,39849,22669,39563,22919,3,0,3,-2,807,1348,0,2,0,0,9d 13h 50m 16s,9d 10h 2m 33.814s,3h 45m 6.651s,181d 23h 30m 12s,147.4288745,124.99985137,294.73066047,-0.12683952583,251.49367836,-1.1463033254
2945,0.17944,428.44302114,0.014202269317,428.44302855,-7.4091340139e-06,0.0034275441691,1.1361815453e-07,0.0034275442284,-5.9273072128e-11,0,0,0.2046979122,1.5178922599e-06,0,-0.00011370664873,0,0,-0.00011363244664,0,-7.4202089452e-08,0,0.02678386787,0,0,0,0,0,0,0,0,0,62007,32975,17424,12594,39852,22664,39579,22905,3,0,3,-2,746,1272,0,2,0,0,9d 13h 52m 56s,9d 10h 5m 13.815s,3h 45m 6.651s,181d 23h 48m 44s,147.4301245,124.99985137,294.73315861,-0.12684139346,251.49363002,-1.1462798437
2946,0.17945,428.45723877,0.014217630242,428.45724618,-7.4115458233e-06,0.0034276579102,1.1374104194e-07,0.0034276579695,-5.9292366589e-11,0,0,0.20470682571,2.3707759882e-06,0,-0.00011378420445,0,0,-0.00011370946817,0,-7.4736274525e-08,0,0.026797449816,0,0,0,0,0,0,0,0,1,62025,32965,17425,12585,39858,22656,39592,22894,3,0,3,-2,687,1135,0,2,0,0,9d 13h 55m 34s,9d 10h 7m 51.625s,3h 45m 6.651s,182d 14m 1s,147.43137449,124.99985137,294.73565737,-0.12684263038,251.49358162,-1.1462558267
2947,0.17946,428.47147175,0.0142329763,428.47147916,-7.4086456152e-06,0.003427771774,1.138638104e-07,0.0034277718333,-5.9269164663e-11,0,0,0.20471569751,1.4884009269e-06,0,-0.00011386227493,0,0,-0.00011378702117,0,-7.5253764351e-08,0,0.026811043296,0,0,0,0,0,0,0,0,1,62039,32954,17427,12580,39867,22648,39599,22886,3,0,3,-2,822,1366,0,2,0,0,9d 13h 58m 47s,9d 10h 11m 4.032s,3h 45m 6.651s,182d 1h 9m 15s,147.43262449,124.99985137,294.73815455,-0.12684545293,251.49353246,-1.1462340979
2948,0.17947,428.48572006,0.014248310223,428.4857275,-7.4374757446e-06,0.0034278857605,1.1398648178e-07,0.00342788582,-5.949980569e-11,0,0,0.20472467326,1.5276360215e-06,0,-0.00011394124735,0,0,-0.00011386508828,0,-7.6159071069e-08,0,0.026824603753,0,0,0,0,0,0,0,0,2,62061,32939,17430,12570,39882,22632,39609,22877,3,0,3,-2,791,1337,0,2,0,0,9d 14h 1m 52s,9d 10h 14m 8.954s,3h 45m 6.651s,182d 1h 40m 44s,147.43387449,124.99985137,294.74065318,-0.12684682381,251.49348305,-1.1462107886
2949,0.17948,428.49998369,0.014263629185,428.49999112,-7.4343806773e-06,0.0034279998695,1.1410903348e-07,0.003427999929,-5.9475045548e-11,0,0,0.20473362757,3.1596593802e-06,0,-0.00011402090064,0,0,-0.00011394405781,0,-7.6842830651e-08,0,0.026838165971,0,0,0,0,0,0,0,0,0,62072,32927,17434,12567,39889,22628,39617,22866,3,0,3,-2,726,1194,0,2,0,0,9d 14h 4m 41s,9d 10h 16m 57.557s,3h 45m 6.651s,182d 1h 36m 20s,147.43512449,124.99985137,294.74315166,-0.12684833526,251.49343494,-1.1461878486
2950,0.17949,428.51426262,0.01427893155,428.51427007,-7.451277952e-06,0.003428114101,1.142314524e-07,0.0034281141606,-5.9610223441e-11,0,0,0.20474261795,1.3559016777e-06,0,-0.00011410142927,0,0,-0.00011402370803,0,-7.772123293e-08,0,0.026851703434,0,0,0,0,0,0,0,0,0,62086,32917,17439,12558,39901,22620,39624,22855,3,0,3,-2,802,1304,0,2,0,0,9d 14h 7m 43s,9d 10h 19m 59.826s,3h 45m 6.651s,182d 2h 4m 50s,147.43637449,124.99985137,294.74564993,-0.1268500696,251.49338501,-1.1461660611
2951,0.1795,428.52855684,0.014294219061,428.52856429,-7.452547095e-06,0.0034282284547,1.1435375249e-07,0.0034282285143,-5.9620376778e-11,0,0,0.20475162747,7.3531254896e-07,0,-0.00011418262591,0,0,-0.00011410423271,0,-7.8393200912e-08,0,0.02686524524,0,0,0,0,0,0,0,0,0,62100,32904,17444,12552,39907,22613,39637,22843,3,0,3,-2,725,1207,0,2,0,0,9d 14h 10m 30s,9d 10h 22m 47.084s,3h 45m 6.651s,182d 1h 44m 6s,147.43762449,124.99985137,294.7481491,-0.12685089985,251.49333716,-1.1461438419
2952,0.17951,428.54286633,0.014309487787,428.5428738,-7.4774213772e-06,0.0034283429306,1.1447590229e-07,0.0034283429904,-5.9819371245e-11,0,0,0.20476067221,5.2694573579e-06,0,-0.00011426480089,0,0,-0.00011418542573,0,-7.9375166491e-08,0,0.026878755703,0,0,0,0,0,0,0,0,1,62125,32885,17440,12550,39912,22606,39653,22829,3,0,3,-2,706,1154,0,2,0,0,9d 14h 13m 11s,9d 10h 25m 27.791s,3h 45m 6.651s,182d 2m 19s,147.43887449,124.99985137,294.75064809,-0.12685191465,251.49328645,-1.1461208691
2953,0.17952,428.55719107,0.014324738425,428.55719854,-7.4779329111e-06,0.0034284575285,1.145979074e-07,0.0034284575883,-5.9823463024e-11,0,0,0.20476972413,3.198608515e-06,0,-0.00011434833036,0,0,-0.00011426759646,0,-8.0733899527e-08,0,0.026892255744,0,0,0,0,0,0,0,0,0,62136,32874,17443,12547,39922,22594,39657,22827,3,0,3,-2,710,1151,0,2,0,0,9d 14h 15m 52s,9d 10h 28m 8.456s,3h 45m 6.651s,182d 3m 36s,147.44012448,124.99985137,294.75314657,-0.12685342644,251.4932373,-1.146098945
2954,0.17953,428.57153103,0.014339968418,428.57153852,-7.4882048011e-06,0.0034285722483,1.1471974734e-07,0.0034285723082,-5.9905638609e-11,0,0,0.20477873942,1.4097584261e-06,0,-0.00011443313291,0,0,-0.00011435112096,0,-8.2011946544e-08,0,0.026905729054,0,0,0,0,0,0,0,0,2,62139,32873,17447,12541,39919,22595,39667,22819,3,0,3,-2,813,1355,0,2,0,0,9d 14h 18m 59s,9d 10h 31m 16.018s,3h 45m 6.651s,182d 1h 48m 32s,147.44137448,124.99985137,294.75564494,-0.12685505988,251.49318648,-1.1460782201
2955,0.17954,428.58588621,0.014355177773,428.5858937,-7.4855319099e-06,0.0034286870897,1.1484142218e-07,0.0034286871496,-5.9884255107e-11,0,0,0.2047878228,3.0290136911e-06,0,-0.00011451869054,0,0,-0.00011443591761,0,-8.2772932219e-08,0,0.026919202133,0,0,0,0,0,0,0,0,2,62154,32861,17448,12537,39925,22586,39677,22812,3,0,3,-2,824,1398,0,2,0,0,9d 14h 22m 14s,9d 10h 34m 30.053s,3h 45m 6.651s,182d 1h 56m 1s,147.44262448,124.99985137,294.75814406,-0.12685593924,251.49313749,-1.146057173
2956,0.17955,428.60025657,0.014370363025,428.60026408,-7.5057078561e-06,0.0034288020526,1.149629042e-07,0.0034288021126,-6.0045662886e-11,0,0,0.20479698326,7.5330137489e-07,0,-0.00011460660453,0,0,-0.00011452146921,0,-8.5135326858e-08,0,0.026932636469,0,0,0,0,0,0,0,0,1,62165,32851,17452,12532,39931,22579,39686,22804,3,0,3,-2,746,1220,0,2,0,0,9d 14h 24m 56s,9d 10h 37m 12.811s,3h 45m 6.651s,182d 2h 2m 21s,147.44387448,124.99985137,294.76064345,-0.1268565515,251.49308609,-1.1460354571
2957,0.17956,428.6146421,0.014385522233,428.6146496,-7.5015204288e-06,0.0034289171368,1.1508417787e-07,0.0034289171968,-6.0012163641e-11,0,0,0.20480612398,1.5498676391e-06,0,-0.00011469510142,0,0,-0.00011460937664,0,-8.5724775233e-08,0,0.026946068765,0,0,0,0,0,0,0,0,1,62179,32838,17455,12528,39940,22573,39694,22793,3,0,3,-2,730,1178,0,2,0,0,9d 14h 28m 41s,9d 10h 39m 58.363s,3h 46m 5.624s,182d 3h 25m 57s,147.44512448,124.99985137,294.76314261,-0.12685739324,251.49303672,-1.1460145584
2958,0.17957,428.62904275,0.014400652626,428.62905027,-7.5246171605e-06,0.003429032342,1.1520522101e-07,0.0034290324022,-6.0196937279e-11,0,0,0.2048152636,1.0344430978e-06,0,-0.00011478545892,0,0,-0.0001146978664,0,-8.7592522003e-08,0,0.026959476945,0,0,0,0,0,0,0,0,0,62198,32817,17465,12520,39952,22563,39711,22774,3,0,3,-2,765,1256,0,2,0,0,9d 14h 31m 28s,9d 10h 42m 45.190s,3h 46m 5.624s,182d 3h 13m 20s,147.44637448,124.99985137,294.76564152,-0.12685847843,251.49298721,-1.1459948471
2959,0.17958,428.6434585,0.01441575057,428.64346605,-7.5507336419e-06,0.003429147668,1.1532600456e-07,0.0034291477284,-6.0405869109e-11,0,0,0.20482449213,1.2052626768e-06,0,-0.00011487862511,0,0,-0.00011478821573,0,-9.0409385685e-08,0,0.026972841341,0,0,0,0,0,0,0,0,1,62218,32800,17461,12521,39958,22554,39721,22767,3,0,3,-2,802,1326,0,2,0,0,9d 14h 34m 34s,9d 10h 45m 50.708s,3h 46m 5.624s,182d 3h 43m 49s,147.44762447,124.99985137,294.76814138,-0.1268586244,251.49293476,-1.1459750817
2960,0.17959,428.65788931,0.014430812826,428.65789687,-7.5557754258e-06,0.0034292631145,1.1544650261e-07,0.0034292631749,-6.0446203598e-11,0,0,0.20483371316,3.2322215108e-06,0,-0.00011497290435,0,0,-0.00011488137126,0,-9.1533089839e-08,0,0.026986203135,0,0,0,0,0,0,0,0,2,62231,32789,17461,12519,39954,22552,39738,22756,3,0,3,-2,771,1297,0,2,0,0,9d 14h 37m 34s,9d 10h 48m 50.708s,3h 46m 5.624s,182d 4h 28m 4s,147.44887447,124.99985137,294.77064077,-0.12685922899,251.49288486,-1.1459559282
2961,0.1796,428.67233515,0.014445832238,428.67234275,-7.6011318129e-06,0.0034293786812,1.1556665791e-07,0.003429378742,-6.0809054406e-11,0,0,0.20484302068,1.0749289653e-06,0,-0.00011507112011,0,0,-0.00011497563652,0,-9.5483599654e-08,0,0.026999513578,0,0,0,0,0,0,0,0,0,62251,32774,17459,12516,39965,22542,39745,22748,3,0,3,-2,752,1243,0,2,0,0,9d 14h 40m 10s,9d 10h 51m 27.119s,3h 46m 5.624s,182d 4h 22m 39s,147.45012447,124.99985137,294.77314111,-0.12685889286,251.49283447,-1.1459377945
2962,0.17961,428.68679595,0.014460800301,428.68680358,-7.633451844e-06,0.0034294943676,1.1568640241e-07,0.0034294944286,-6.1067614941e-11,0,0,0.2048523481,2.5095064205e-06,0,-0.00011517306519,0,0,-0.00011507383519,0,-9.9229998693e-08,0,0.027012768398,0,0,0,0,0,0,0,0,2,62267,32764,17450,12519,39974,22537,39743,22746,3,0,3,-2,741,1261,0,2,0,0,9d 14h 43m 4s,9d 10h 54m 20.959s,3h 46m 5.624s,182d 4h 5s,147.45137447,124.99985137,294.77564128,-0.12685871616,251.49278098,-1.1459193595
2963,0.17962,428.70127165,0.014475707668,428.70127931,-7.6547933645e-06,0.0034296101732,1.1580566135e-07,0.0034296102345,-6.1238346859e-11,0,0,0.20486169372,2.4913694396e-06,0,-0.0001152802084,0,0,-0.00011517575992,0,-1.0444847074e-07,0,0.027025971203,0,0,0,0,0,0,0,0,1,62274,32757,17451,12518,39974,22533,39751,22742,3,0,3,-2,769,1272,0,2,0,0,9d 14h 46m 1s,9d 10h 57m 17.320s,3h 46m 5.624s,182d 4h 17m 11s,147.45262447,124.99985137,294.77814056,-0.12685943643,251.49272799,-1.1459031022
2964,0.17963,428.71576219,0.01449054098,428.71576988,-7.6870242651e-06,0.0034297260976,1.1592432784e-07,0.003429726159,-6.1496194421e-11,0,0,0.20487131071,2.0140652626e-06,0,-0.00011539043648,0,0,-0.00011528287995,0,-1.0755652999e-07,0,0.027039151177,0,0,0,0,0,0,0,0,0,62285,32742,17455,12518,39987,22526,39753,22734,3,0,3,-2,649,1041,0,2,0,0,9d 14h 48m 26s,9d 10h 59m 42.899s,3h 46m 5.624s,182d 4h 50s,147.45387447,124.99985137,294.78064276,-0.12685724082,251.49267635,-1.1458864861
2965,0.17964,428.73026746,0.014505262845,428.73027526,-7.8025958032e-06,0.0034298421397,1.1604210276e-07,0.0034298422021,-6.2420766039e-11,0,0,0.20488073505,8.0506675778e-06,0,-0.00011551363834,0,0,-0.00011539308204,0,-1.2055630073e-07,0,0.02705215564,0,0,0,0,0,0,0,0,1,62295,32730,17457,12518,39996,22519,39756,22729,3,0,3,-2,729,1185,0,2,0,0,9d 14h 51m 11s,9d 11h 2m 27.665s,3h 46m 5.624s,182d 4h 11m 43s,147.45512447,124.99985137,294.78314242,-0.12685757783,251.49262061,-1.145873872
2966,0.17965,428.7447873,0.014519842483,428.74479514,-7.8380620039e-06,0.0034299582984,1.1615873986e-07,0.0034299583611,-6.2704496109e-11,0,0,0.20489025173,2.6531412987e-06,0,-0.00011564835533,0,0,-0.00011551625179,0,-1.3210353857e-07,0,0.027065052943,0,0,0,0,0,0,0,0,1,62309,32717,17459,12515,40008,22510,39760,22722,3,0,3,-2,913,1502,0,2,0,0,9d 14h 54m 42s,9d 11h 5m 58.156s,3h 46m 5.624s,182d 5h 3m 47s,147.45637446,124.99985137,294.78564218,-0.12685781704,251.49256348,-1.145867169
2967,0.17966,428.75932148,0.014534181584,428.75932947,-7.9845706864e-06,0.0034300745718,1.1627345267e-07,0.0034300746357,-6.3876565495e-11,0,0,0.20490023927,9.2488009703e-06,0,-0.00011581366528,0,0,-0.0001156509294,0,-1.6273588019e-07,0,0.027077596616,0,0,0,0,0,0,0,0,1,62326,32700,17461,12513,40021,22495,39766,22718,3,0,3,-2,830,1575,0,2,0,0,9d 14h 57m 59s,9d 11h 9m 15.490s,3h 46m 5.624s,182d 5h 32m 10s,147.45762446,124.99985137,294.78814411,-0.12685588917,251.49249885,-1.1458647323
2968,0.17967,428.77386939,0.014547913897,428.77387769,-8.2954642835e-06,0.0034301909552,1.1638331118e-07,0.0034301910215,-6.6363714003e-11,0,0,0.20491082565,1.1652531061e-06,0,-0.00011605285679,0,0,-0.00011581618169,0,-2.3667510116e-07,0,0.027089352362,0,0,0,0,0,0,0,0,0,62347,32685,17459,12509,40030,22484,39776,22710,3,0,3,-2,1275,2087,0,2,0,0,9d 15h 2m 52s,9d 11h 14m 8.298s,3h 46m 5.624s,182d 8h 46m 52s,147.45887446,124.99985137,294.79064087,-0.12685912508,251.49243903,-1.1458905799
2969,0.17968,427.38493326,-1.3889361344,428.78843867,-1.4035054111,0.0034190794661,-1.1111489075e-05,0.0034303075094,-1.1228043289e-05,0,0,0.20748474605,1.3411275712e-06,0,-0.00010519858056,0,0,-0.00011605527613,0,1.0856695569e-05,0,0.02617399867,0,0,0,0,0,0,0,0,269,60993,33949,17238,12820,39227,23243,39004,23526,3,0,3,-2,2964,4740,0,2,0,0,9d 15h 13m 59s,9d 11h 25m 14.883s,3h 46m 5.624s,182d 19h 39m 7s,147.46012446,124.99985137,294.80170757,-0.11829243143,251.480485,-1.1580129614
