feature,feature_label,otsu_cut,otsu_closing_count,otsu_nonclosing_count,log10_gap_at_cut,benchmark_best_orientation,lower_balanced_accuracy,higher_balanced_accuracy,best_balanced_accuracy,lower_agreement_fraction,higher_agreement_fraction,best_agreement_fraction,status,setting,setting_attribute,sample_count,forward_only_pool_count,scorable_count,reference_reversible_count,reference_irreversible_count,discarded_island_count,unlabeled_forward_count
es_over_dg2,Delta E_S/(V0 Delta gamma^2),771.1293167740921,71962,182139,6.516369876141681e-06,lower,0.6156524736843758,0.38434752631562424,0.6156524736843758,0.30134213091399864,0.6986578690860014,0.30134213091399864,ok,1e-05,load_increment,4,254101,26674,24826,1848,0,227427
er_plus_ei,(abs(Delta E_R)+abs(Delta E_I))/V0,6.098015873264938e-07,55591,198510,2.4802143300917123e-05,lower,0.5788780169721521,0.42112198302784787,0.5788780169721521,0.251068456174552,0.748931543825448,0.251068456174552,ok,1e-05,load_increment,4,254101,26674,24826,1848,0,227427
ei_sigma_i,abs(Delta E_I) abs(Delta sigma_I)/V0,8.482847718099618e-12,43613,210488,1.768944824576124e-05,lower,0.5760534663247545,0.42394653367524554,0.5760534663247545,0.22996176051585815,0.7700382394841419,0.22996176051585815,ok,1e-05,load_increment,4,254101,26674,24826,1848,0,227427
er_minus_ei,abs(abs(Delta E_R)-abs(Delta E_I))/V0,5.94271416371003e-07,54712,199389,2.0739796581459302e-05,higher,0.4714250795929278,0.5285749204070722,0.5285749204070722,0.23284846667166528,0.7671515333283347,0.7671515333283347,ok,1e-05,load_increment,4,254101,26674,24826,1848,0,227427
sigma_s,abs(Delta sigma_S),8.888997802683938e-06,10665,243436,0.0001330110845687571,lower,0.5265800839644793,0.4734199160355207,0.5265800839644793,0.12761490590087726,0.8723850940991228,0.12761490590087726,ok,1e-05,load_increment,4,254101,26674,24826,1848,0,227427
sigma_s_over_dg,abs(Delta sigma_S)/Delta gamma,0.8888997802683937,10665,243436,0.00013301108456889588,lower,0.5265800839644793,0.4734199160355207,0.5265800839644793,0.12761490590087726,0.8723850940991228,0.12761490590087726,ok,1e-05,load_increment,4,254101,26674,24826,1848,0,227427
es_over_sigma_s2,Delta E_S/(V0 abs(Delta sigma_S)^2),1322.3055724424858,239248,14853,0.00010914082260260471,higher,0.4765960042937808,0.5234039957062192,0.5234039957062192,0.8549898777836095,0.14501012221639048,0.14501012221639048,ok,1e-05,load_increment,4,254101,26674,24826,1848,0,227427
sigma_s2_over_es,abs(Delta sigma_S)^2/(Delta E_S/V0),0.0007562548482291111,14853,239248,0.00010914082260260471,lower,0.5234039957062192,0.4765960042937808,0.5234039957062192,0.14501012221639048,0.8549898777836095,0.14501012221639048,ok,1e-05,load_increment,4,254101,26674,24826,1848,0,227427
ei,abs(Delta E_I)/V0,6.056540980424019e-07,55441,198660,1.3448682164352022e-05,lower,0.5205432406955004,0.4794567593044996,0.5205432406955004,0.24177101297143286,0.7582289870285671,0.24177101297143286,ok,1e-05,load_increment,4,254101,26674,24826,1848,0,227427
ei_over_dg,abs(Delta E_I)/(V0 Delta gamma),0.060565409804240175,55441,198660,1.3448682164352022e-05,lower,0.5205432406955004,0.4794567593044996,0.5205432406955004,0.24177101297143286,0.7582289870285671,0.24177101297143286,ok,1e-05,load_increment,4,254101,26674,24826,1848,0,227427
ei_over_dg2,abs(Delta E_I)/(V0 Delta gamma^2),6056.540980424018,55441,198660,1.3448682163907932e-05,lower,0.5205432406955004,0.4794567593044996,0.5205432406955004,0.24177101297143286,0.7582289870285671,0.24177101297143286,ok,1e-05,load_increment,4,254101,26674,24826,1848,0,227427
sigma_i_over_sigma_s,abs(Delta sigma_I)/abs(Delta sigma_S),1.9112898943189698,246147,7954,6.187501364596226e-05,higher,0.48215201176814,0.51784798823186,0.51784798823186,0.8891054959886031,0.11089450401139686,0.11089450401139686,ok,1e-05,load_increment,4,254101,26674,24826,1848,0,227427
er_fraction,abs(Delta E_R)/(abs(Delta E_R)+abs(Delta E_I)),0.009504198397259106,39534,1883,0.0015656689479941477,lower,0.978173724233946,0.02182627576605399,0.978173724233946,0.9865776081424936,0.013422391857506362,0.9865776081424936,ok,5e-05,load_increment,4,41417,15720,14086,1634,0,25697
er_over_ei,abs(Delta E_R)/abs(Delta E_I),0.015085398119917996,39648,1769,0.000589245437090824,lower,0.9726045948554178,0.027395405144582215,0.9726045948554178,0.9882315521628499,0.011768447837150127,0.9882315521628499,ok,5e-05,load_increment,4,41417,15720,14086,1634,0,25697
er_over_es,abs(Delta E_R)/Delta E_S,0.028765418351015797,37661,3756,0.00027130250583762283,lower,0.9623153348437844,0.037684665156215595,0.9623153348437844,0.9431297709923664,0.05687022900763359,0.9431297709923664,ok,5e-05,load_increment,4,41417,15720,14086,1634,0,25697
er,abs(Delta E_R)/V0,1.9573356588308273e-07,39921,1496,0.002093688955301154,lower,0.9577723378212974,0.04222766217870257,0.9577723378212974,0.9912213740458016,0.008778625954198474,0.9912213740458016,ok,5e-05,load_increment,4,41417,15720,14086,1634,0,25697
er_over_dg,abs(Delta E_R)/(V0 Delta gamma),0.003914671317661655,39921,1496,0.002093688955301598,lower,0.9577723378212974,0.04222766217870257,0.9577723378212974,0.9912213740458016,0.008778625954198474,0.9912213740458016,ok,5e-05,load_increment,4,41417,15720,14086,1634,0,25697
er_over_dg2,abs(Delta E_R)/(V0 Delta gamma^2),78.29342635323309,39921,1496,0.002093688955301376,lower,0.9577723378212974,0.04222766217870257,0.9577723378212974,0.9912213740458016,0.008778625954198474,0.9912213740458016,ok,5e-05,load_increment,4,41417,15720,14086,1634,0,25697
er_sigma_r,abs(Delta E_R) abs(Delta sigma_R)/V0,3.947988032389991e-11,39923,1494,0.01205362235987728,lower,0.9571603427172583,0.042839657282741736,0.9571603427172583,0.9910941475826972,0.008905852417302799,0.9910941475826972,ok,5e-05,load_increment,4,41417,15720,14086,1634,0,25697
er_sigma_s,abs(Delta E_R) abs(Delta sigma_S)/V0,9.128766690242131e-11,40053,1364,0.00616436797271902,lower,0.9173806609547124,0.08261933904528763,0.9173806609547124,0.982824427480916,0.01717557251908397,0.982824427480916,ok,5e-05,load_increment,4,41417,15720,14086,1634,0,25697
sigma_r_over_sigma_s,abs(Delta sigma_R)/abs(Delta sigma_S),0.5019390216930746,35849,5568,6.494456667410775e-05,lower,0.9170772702255128,0.08292272977448724,0.9170772702255128,0.8678753180661578,0.13212468193384225,0.8678753180661578,ok,5e-05,load_increment,4,41417,15720,14086,1634,0,25697
sigma_r,abs(Delta sigma_R),0.00022840091434911494,40058,1359,0.007022439817065518,lower,0.9155091794051959,0.08449082059480398,0.9155091794051959,0.9823791348600509,0.01762086513994911,0.9823791348600509,ok,5e-05,load_increment,4,41417,15720,14086,1634,0,25697
sigma_r_over_dg,abs(Delta sigma_R)/Delta gamma,4.568018286982299,40058,1359,0.007022439817065296,lower,0.9155091794051959,0.08449082059480398,0.9155091794051959,0.9823791348600509,0.01762086513994911,0.9823791348600509,ok,5e-05,load_increment,4,41417,15720,14086,1634,0,25697
sigma_r_over_sigma_i,abs(Delta sigma_R)/abs(Delta sigma_I),0.5801168933179025,32695,8722,8.85118928668216e-05,lower,0.867541640953256,0.132458359046744,0.867541640953256,0.7771628498727735,0.22283715012722646,0.7771628498727735,ok,5e-05,load_increment,4,41417,15720,14086,1634,0,25697
er_plus_es,(abs(Delta E_R)+Delta E_S)/V0,6.592190293389125e-06,40272,1145,0.0009803484279142793,lower,0.8503671970624235,0.1496328029375765,0.8503671970624235,0.9688931297709924,0.031106870229007634,0.9688931297709924,ok,5e-05,load_increment,4,41417,15720,14086,1634,0,25697
sigma_r_fraction,abs(Delta sigma_R)/(abs(Delta sigma_R)+abs(Delta sigma_I)),0.338168971288818,30353,11064,2.466041551441034e-05,lower,0.8355411529560242,0.1644588470439759,0.8355411529560242,0.7178753180661578,0.2821246819338422,0.7178753180661578,ok,5e-05,load_increment,4,41417,15720,14086,1634,0,25697
es,Delta E_S/V0,5.066645755066888e-06,40348,1069,0.005956513891791637,lower,0.8271113831089352,0.17288861689106488,0.8271113831089352,0.964058524173028,0.03594147582697201,0.964058524173028,ok,5e-05,load_increment,4,41417,15720,14086,1634,0,25697
es_over_dg,Delta E_S/(V0 Delta gamma),0.10133291510133774,40348,1069,0.005956513891792081,lower,0.8271113831089352,0.17288861689106488,0.8271113831089352,0.964058524173028,0.03594147582697201,0.964058524173028,ok,5e-05,load_increment,4,41417,15720,14086,1634,0,25697
es_over_dg2,Delta E_S/(V0 Delta gamma^2),2026.658302026755,40348,1069,0.005956513891792081,lower,0.8271113831089352,0.17288861689106488,0.8271113831089352,0.964058524173028,0.03594147582697201,0.964058524173028,ok,5e-05,load_increment,4,41417,15720,14086,1634,0,25697
er_over_sigma_r2,abs(Delta E_R)/(V0 abs(Delta sigma_R)^2),6.785007761863484,40356,1061,0.0011098613166212745,lower,0.8240514075887393,0.1759485924112607,0.8240514075887393,0.9634223918575063,0.03657760814249364,0.9634223918575063,ok,5e-05,load_increment,4,41417,15720,14086,1634,0,25697
sigma_r2_over_er,abs(Delta sigma_R)^2/(abs(Delta E_R)/V0),0.14738376654787388,1061,40356,0.0011098613166212745,higher,0.1759485924112607,0.8240514075887393,0.8240514075887393,0.03657760814249364,0.9634223918575063,0.9634223918575063,ok,5e-05,load_increment,4,41417,15720,14086,1634,0,25697
sigma_i,abs(Delta sigma_I),0.0004318172482620209,40387,1030,0.0007025140932186424,lower,0.8151774785801713,0.18482252141982863,0.8151774785801713,0.9615776081424936,0.038422391857506365,0.9615776081424936,ok,5e-05,load_increment,4,41417,15720,14086,1634,0,25697
sigma_i_over_dg,abs(Delta sigma_I)/Delta gamma,8.636344965240419,40387,1030,0.0007025140932187535,lower,0.8151774785801713,0.18482252141982863,0.8151774785801713,0.9615776081424936,0.038422391857506365,0.9615776081424936,ok,5e-05,load_increment,4,41417,15720,14086,1634,0,25697
es_sigma_s,Delta E_S abs(Delta sigma_S)/V0,2.8427214518296953e-09,40410,1007,0.011239997796565149,lower,0.8081395348837209,0.19186046511627908,0.8081395348837209,0.9601145038167939,0.03988549618320611,0.9601145038167939,ok,5e-05,load_increment,4,41417,15720,14086,1634,0,25697
sigma_s,abs(Delta sigma_S),0.0005777613996146103,40495,922,0.004329314669861972,lower,0.7821297429620563,0.2178702570379437,0.7821297429620563,0.95470737913486,0.04529262086513995,0.95470737913486,ok,5e-05,load_increment,4,41417,15720,14086,1634,0,25697
sigma_s_over_dg,abs(Delta sigma_S)/Delta gamma,11.555227992292204,40495,922,0.00432931466986175,lower,0.7821297429620563,0.2178702570379437,0.7821297429620563,0.95470737913486,0.04529262086513995,0.95470737913486,ok,5e-05,load_increment,4,41417,15720,14086,1634,0,25697
ei_sigma_i,abs(Delta E_I) abs(Delta sigma_I)/V0,8.342237519893205e-09,40588,829,0.0030910484829327345,lower,0.753671970624235,0.246328029375765,0.753671970624235,0.948791348600509,0.051208651399491094,0.948791348600509,ok,5e-05,load_increment,4,41417,15720,14086,1634,0,25697
ei_over_es,abs(Delta E_I)/Delta E_S,12.603827727764301,23357,18060,8.12826610765427e-05,higher,0.30357563983162705,0.696424360168373,0.696424360168373,0.4984732824427481,0.5015267175572519,0.5015267175572519,ok,5e-05,load_increment,4,41417,15720,14086,1634,0,25697
er_plus_ei,(abs(Delta E_R)+abs(Delta E_I))/V0,3.6974209524125577e-06,13739,27678,8.949572791472349e-05,lower,0.6357247949342828,0.36427520506571714,0.6357247949342828,0.4169847328244275,0.5830152671755725,0.4169847328244275,ok,5e-05,load_increment,4,41417,15720,14086,1634,0,25697
es_over_sigma_s2,Delta E_S/(V0 abs(Delta sigma_S)^2),18.458526282862696,13694,27723,0.00010808721156330137,higher,0.4217000794733384,0.5782999205266617,0.5782999205266617,0.3470737913486005,0.6529262086513995,0.6529262086513995,ok,5e-05,load_increment,4,41417,15720,14086,1634,0,25697
sigma_s2_over_es,abs(Delta sigma_S)^2/(Delta E_S/V0),0.05417550592478351,27723,13694,0.00010808721156330137,lower,0.5782999205266617,0.4217000794733384,0.5782999205266617,0.6529262086513995,0.3470737913486005,0.6529262086513995,ok,5e-05,load_increment,4,41417,15720,14086,1634,0,25697
sigma_i_over_sigma_s,abs(Delta sigma_I)/abs(Delta sigma_S),1.2026482042597877,40588,829,0.0008511040982411011,lower,0.5764404738091642,0.42355952619083576,0.5764404738091642,0.8944020356234097,0.10559796437659033,0.8944020356234097,ok,5e-05,load_increment,4,41417,15720,14086,1634,0,25697
ei,abs(Delta E_I)/V0,3.489886315433647e-06,13059,28358,5.078999239582771e-05,lower,0.5511260953217785,0.44887390467822164,0.5511260953217785,0.38123409669211195,0.618765903307888,0.38123409669211195,ok,5e-05,load_increment,4,41417,15720,14086,1634,0,25697
ei_over_dg,abs(Delta E_I)/(V0 Delta gamma),0.06979772630867294,13059,28358,5.0789992396049755e-05,lower,0.5511260953217785,0.44887390467822164,0.5511260953217785,0.38123409669211195,0.618765903307888,0.38123409669211195,ok,5e-05,load_increment,4,41417,15720,14086,1634,0,25697
ei_over_dg2,abs(Delta E_I)/(V0 Delta gamma^2),1395.9545261734586,13059,28358,5.078999239582771e-05,lower,0.5511260953217785,0.44887390467822164,0.5511260953217785,0.38123409669211195,0.618765903307888,0.38123409669211195,ok,5e-05,load_increment,4,41417,15720,14086,1634,0,25697
er_minus_ei,abs(abs(Delta E_R)-abs(Delta E_I))/V0,3.1811799291840087e-06,12070,29347,4.404174367422797e-05,higher,0.4923768245804623,0.5076231754195377,0.5076231754195377,0.34866412213740455,0.6513358778625954,0.6513358778625954,ok,5e-05,load_increment,4,41417,15720,14086,1634,0,25697
er_fraction,abs(Delta E_R)/(abs(Delta E_R)+abs(Delta E_I)),0.013662810989008496,19317,1707,0.0024001048302280115,lower,0.9622610092478872,0.0377389907521129,0.9622610092478872,0.9786681360201511,0.021331863979848868,0.9786681360201511,ok,0.0001,load_increment,4,21024,12704,11141,1563,0,8320
er_over_es,abs(Delta E_R)/Delta E_S,0.05587219026016978,18501,2523,0.000738781433389013,lower,0.9585147527048592,0.041485247295140755,0.9585147527048592,0.9474968513853904,0.05250314861460957,0.9474968513853904,ok,0.0001,load_increment,4,21024,12704,11141,1563,0,8320
er_over_ei,abs(Delta E_R)/abs(Delta E_I),0.02256229062008306,19451,1573,0.004359285969489646,lower,0.9573993749520124,0.04260062504798752,0.9573993749520124,0.9826826196473551,0.017317380352644837,0.9826826196473551,ok,0.0001,load_increment,4,21024,12704,11141,1563,0,8320
er,abs(Delta E_R)/V0,4.550465600437361e-07,19651,1373,0.008829996327313516,lower,0.9392194497760716,0.060780550223928344,0.9392194497760716,0.985044080604534,0.014955919395465995,0.985044080604534,ok,0.0001,load_increment,4,21024,12704,11141,1563,0,8320
er_over_dg,abs(Delta E_R)/(V0 Delta gamma),0.004550465600437361,19651,1373,0.008829996327312628,lower,0.9392194497760716,0.060780550223928344,0.9392194497760716,0.985044080604534,0.014955919395465995,0.985044080604534,ok,0.0001,load_increment,4,21024,12704,11141,1563,0,8320
er_over_dg2,abs(Delta E_R)/(V0 Delta gamma^2),45.504656004373615,19651,1373,0.00882999632731285,lower,0.9392194497760716,0.060780550223928344,0.9392194497760716,0.985044080604534,0.014955919395465995,0.985044080604534,ok,0.0001,load_increment,4,21024,12704,11141,1563,0,8320
sigma_r_over_sigma_s,abs(Delta sigma_R)/abs(Delta sigma_S),0.5379143043813506,18172,2852,0.0002705845156032449,lower,0.9319085785915351,0.06809142140846497,0.9319085785915351,0.9153022670025189,0.08469773299748111,0.9153022670025189,ok,0.0001,load_increment,4,21024,12704,11141,1563,0,8320
er_sigma_r,abs(Delta E_R) abs(Delta sigma_R)/V0,1.5519863883252318e-10,19678,1346,0.003155590958524357,lower,0.9305822136916186,0.06941778630838132,0.9305822136916186,0.982918765743073,0.017081234256926953,0.982918765743073,ok,0.0001,load_increment,4,21024,12704,11141,1563,0,8320
sigma_r_over_sigma_i,abs(Delta sigma_R)/abs(Delta sigma_I),0.6700173088202257,17406,3618,0.00028258710238920903,lower,0.9176573845530187,0.08234261544698121,0.9176573845530187,0.8772827455919395,0.12271725440806046,0.8772827455919395,ok,0.0001,load_increment,4,21024,12704,11141,1563,0,8320
sigma_i_over_sigma_s,abs(Delta sigma_I)/abs(Delta sigma_S),0.9092710579798642,19790,1234,0.0008447260151371039,lower,0.8922451197449686,0.10775488025503144,0.8922451197449686,0.9730793450881612,0.02692065491183879,0.9730793450881612,ok,0.0001,load_increment,4,21024,12704,11141,1563,0,8320
sigma_r_fraction,abs(Delta sigma_R)/(abs(Delta sigma_R)+abs(Delta sigma_I)),0.3577129610918315,16201,4823,7.056688818796175e-05,lower,0.8840381274563363,0.11596187254366369,0.8840381274563363,0.8149401763224181,0.18505982367758186,0.8149401763224181,ok,0.0001,load_increment,4,21024,12704,11141,1563,0,8320
er_sigma_s,abs(Delta E_R) abs(Delta sigma_S)/V0,3.620741207512921e-10,19829,1195,0.003598008006077791,lower,0.8822776711452336,0.11772232885476648,0.8822776711452336,0.9710327455919395,0.028967254408060455,0.9710327455919395,ok,0.0001,load_increment,4,21024,12704,11141,1563,0,8320
sigma_r,abs(Delta sigma_R),0.0003741235741083779,19838,1186,0.0020880884762095597,lower,0.8783042617278906,0.12169573827210944,0.8783042617278906,0.9698520151133502,0.030147984886649874,0.9698520151133502,ok,0.0001,load_increment,4,21024,12704,11141,1563,0,8320
sigma_r_over_dg,abs(Delta sigma_R)/Delta gamma,3.7412357410837784,19838,1186,0.0020880884762094487,lower,0.8783042617278906,0.12169573827210944,0.8783042617278906,0.9698520151133502,0.030147984886649874,0.9698520151133502,ok,0.0001,load_increment,4,21024,12704,11141,1563,0,8320
er_plus_es,(abs(Delta E_R)+Delta E_S)/V0,1.1062413637495272e-05,19978,1046,0.008917149242653188,lower,0.8346129238643634,0.1653870761356366,0.8346129238643634,0.9593041561712846,0.04069584382871536,0.9593041561712846,ok,0.0001,load_increment,4,21024,12704,11141,1563,0,8320
er_over_sigma_r2,abs(Delta E_R)/(V0 abs(Delta sigma_R)^2),6.2434791383388735,20017,1007,0.005701136641749649,lower,0.8221369161868202,0.17786308381317978,0.8221369161868202,0.9562342569269522,0.04376574307304786,0.9562342569269522,ok,0.0001,load_increment,4,21024,12704,11141,1563,0,8320
sigma_r2_over_er,abs(Delta sigma_R)^2/(abs(Delta E_R)/V0),0.1601671084090557,1007,20017,0.005701136641749649,higher,0.17786308381317978,0.8221369161868202,0.8221369161868202,0.04376574307304786,0.9562342569269522,0.9562342569269522,ok,0.0001,load_increment,4,21024,12704,11141,1563,0,8320
es,Delta E_S/V0,8.37658445971219e-06,20048,976,0.0029383817276427138,lower,0.8122200895713372,0.18777991042866282,0.8122200895713372,0.953794080604534,0.046205919395466,0.953794080604534,ok,0.0001,load_increment,4,21024,12704,11141,1563,0,8320
es_over_dg,Delta E_S/(V0 Delta gamma),0.08376584459712189,20048,976,0.002938381727643158,lower,0.8122200895713372,0.18777991042866282,0.8122200895713372,0.953794080604534,0.046205919395466,0.953794080604534,ok,0.0001,load_increment,4,21024,12704,11141,1563,0,8320
es_over_dg2,Delta E_S/(V0 Delta gamma^2),837.658445971219,20048,976,0.002938381727643158,lower,0.8122200895713372,0.18777991042866282,0.8122200895713372,0.953794080604534,0.046205919395466,0.953794080604534,ok,0.0001,load_increment,4,21024,12704,11141,1563,0,8320
es_sigma_s,Delta E_S abs(Delta sigma_S)/V0,7.725906540271492e-09,20156,868,0.004996174652871943,lower,0.7776711452335252,0.22232885476647474,0.7776711452335252,0.9452928211586902,0.05470717884130982,0.9452928211586902,ok,0.0001,load_increment,4,21024,12704,11141,1563,0,8320
sigma_i,abs(Delta sigma_I),0.0007120370494370255,20188,836,0.004059359348843827,lower,0.7674344209852847,0.23256557901471528,0.7674344209852847,0.9427739294710328,0.057226070528967256,0.9427739294710328,ok,0.0001,load_increment,4,21024,12704,11141,1563,0,8320
sigma_i_over_dg,abs(Delta sigma_I)/Delta gamma,7.120370494370255,20188,836,0.004059359348843716,lower,0.7674344209852847,0.23256557901471528,0.7674344209852847,0.9427739294710328,0.057226070528967256,0.9427739294710328,ok,0.0001,load_increment,4,21024,12704,11141,1563,0,8320
ei_over_es,abs(Delta E_I)/Delta E_S,8.464079500514062,8499,12525,8.776610775040883e-05,higher,0.24062690747685272,0.7593730925231472,0.7593730925231472,0.3366656171284635,0.6633343828715366,0.6633343828715366,ok,0.0001,load_increment,4,21024,12704,11141,1563,0,8320
sigma_s,abs(Delta sigma_S),0.000942533092161743,20270,754,0.007767152509493336,lower,0.7412028150991683,0.25879718490083176,0.7412028150991683,0.9363192695214105,0.06368073047858942,0.9363192695214105,ok,0.0001,load_increment,4,21024,12704,11141,1563,0,8320
sigma_s_over_dg,abs(Delta sigma_S)/Delta gamma,9.425330921617428,20270,754,0.007767152509493336,lower,0.7412028150991683,0.25879718490083176,0.7412028150991683,0.9363192695214105,0.06368073047858942,0.9363192695214105,ok,0.0001,load_increment,4,21024,12704,11141,1563,0,8320
ei_sigma_i,abs(Delta E_I) abs(Delta sigma_I)/V0,3.071235262189114e-08,20359,665,0.016296862756640884,lower,0.7127319257837492,0.2872680742162508,0.7127319257837492,0.9293136020151134,0.07068639798488666,0.9293136020151134,ok,0.0001,load_increment,4,21024,12704,11141,1563,0,8320
er_plus_ei,(abs(Delta E_R)+abs(Delta E_I))/V0,7.91509634544394e-06,6994,14030,0.00015497679360709782,lower,0.6141979993204078,0.38580200067959225,0.6141979993204078,0.41545969773299746,0.5845403022670025,0.41545969773299746,ok,0.0001,load_increment,4,21024,12704,11141,1563,0,8320
ei,abs(Delta E_I)/V0,7.344613107981526e-06,6772,14252,0.00011214659581071373,lower,0.5342220980265581,0.46577790197344193,0.5342220980265581,0.3808249370277078,0.6191750629722922,0.3808249370277078,ok,0.0001,load_increment,4,21024,12704,11141,1563,0,8320
ei_over_dg,abs(Delta E_I)/(V0 Delta gamma),0.07344613107981526,6772,14252,0.00011214659581137987,lower,0.5342220980265581,0.46577790197344193,0.5342220980265581,0.3808249370277078,0.6191750629722922,0.3808249370277078,ok,0.0001,load_increment,4,21024,12704,11141,1563,0,8320
ei_over_dg2,abs(Delta E_I)/(V0 Delta gamma^2),734.4613107981526,6772,14252,0.00011214659581115782,lower,0.5342220980265581,0.46577790197344193,0.5342220980265581,0.3808249370277078,0.6191750629722922,0.3808249370277078,ok,0.0001,load_increment,4,21024,12704,11141,1563,0,8320
er_minus_ei,abs(abs(Delta E_R)-abs(Delta E_I))/V0,6.540152230048778e-06,6296,14728,0.00012941245769937382,higher,0.4837065548951631,0.5162934451048369,0.5162934451048369,0.347213476070529,0.652786523929471,0.652786523929471,ok,0.0001,load_increment,4,21024,12704,11141,1563,0,8320
es_over_sigma_s2,Delta E_S/(V0 abs(Delta sigma_S)^2),10.623903600329037,7407,13617,9.27263026579972e-05,lower,0.5124048267932773,0.48759517320672263,0.5124048267932773,0.3845245591939547,0.6154754408060453,0.3845245591939547,ok,0.0001,load_increment,4,21024,12704,11141,1563,0,8320
sigma_s2_over_es,abs(Delta sigma_S)^2/(Delta E_S/V0),0.09412736011356775,13617,7407,9.27263026579972e-05,higher,0.48759517320672263,0.5124048267932773,0.5124048267932773,0.6154754408060453,0.3845245591939547,0.3845245591939547,ok,0.0001,load_increment,4,21024,12704,11141,1563,0,8320
