feature,feature_label,otsu_cut,otsu_closing_count,otsu_nonclosing_count,log10_gap_at_cut,benchmark_best_orientation,lower_balanced_accuracy,higher_balanced_accuracy,best_balanced_accuracy,lower_agreement_fraction,higher_agreement_fraction,best_agreement_fraction,status,setting,setting_attribute,sample_count,forward_only_pool_count,scorable_count,reference_reversible_count,reference_irreversible_count,discarded_island_count,unlabeled_forward_count
es_over_dg2,Delta E_S/(V0 Delta gamma^2),458.6249088788786,48076,137867,1.8847437508018317e-05,lower,0.6250002335730416,0.3749997664269584,0.6250002335730416,0.3375487531024702,0.6624512468975299,0.3375487531024702,ok,1e-05,eps_x,4,185943,16922,15236,1686,155,168866
ei,abs(Delta E_I)/V0,6.764524923745902e-07,63800,122143,1.978051436513084e-05,lower,0.6142188134053486,0.38578118659465144,0.6142188134053486,0.4283181657014537,0.5716818342985462,0.4283181657014537,ok,1e-05,eps_x,4,185943,16922,15236,1686,155,168866
ei_over_dg,abs(Delta E_I)/(V0 Delta gamma),0.06764524923745902,63800,122143,1.9780514364908797e-05,lower,0.6142188134053486,0.38578118659465144,0.6142188134053486,0.4283181657014537,0.5716818342985462,0.4283181657014537,ok,1e-05,eps_x,4,185943,16922,15236,1686,155,168866
ei_over_dg2,abs(Delta E_I)/(V0 Delta gamma^2),6764.524923745901,63800,122143,1.978051436513084e-05,lower,0.6142188134053486,0.38578118659465144,0.6142188134053486,0.4283181657014537,0.5716818342985462,0.4283181657014537,ok,1e-05,eps_x,4,185943,16922,15236,1686,155,168866
er_minus_ei,abs(abs(Delta E_R)-abs(Delta E_I))/V0,6.544316653555832e-07,62352,123591,1.625025328522156e-05,lower,0.542699137368043,0.45730086263195713,0.542699137368043,0.40733955797187094,0.5926604420281291,0.40733955797187094,ok,1e-05,eps_x,4,185943,16922,15236,1686,155,168866
sigma_i_over_sigma_s,abs(Delta sigma_I)/abs(Delta sigma_S),0.5029704442147662,3719,182224,7.337069258062101e-05,lower,0.5222330392493025,0.4777669607506975,0.5222330392493025,0.14631840208013236,0.8536815979198676,0.14631840208013236,ok,1e-05,eps_x,4,185943,16922,15236,1686,155,168866
sigma_r,abs(Delta sigma_R),1.1112742603612344e-06,4149,181794,0.008220916594638084,higher,0.5,0.5,0.5,0.09963361304810306,0.900366386951897,0.900366386951897,ok,1e-05,eps_x,4,185943,16922,15236,1686,155,168866
sigma_r_over_dg,abs(Delta sigma_R)/Delta gamma,0.11112742603612345,4149,181794,0.008220916594638639,higher,0.5,0.5,0.5,0.09963361304810306,0.900366386951897,0.900366386951897,ok,1e-05,eps_x,4,185943,16922,15236,1686,155,168866
sigma_r_over_sigma_s,abs(Delta sigma_R)/abs(Delta sigma_S),0.04152112737158328,4151,181792,0.023884321666362673,higher,0.5,0.5,0.5,0.09963361304810306,0.900366386951897,0.900366386951897,ok,1e-05,eps_x,4,185943,16922,15236,1686,155,168866
sigma_r_over_sigma_i,abs(Delta sigma_R)/abs(Delta sigma_I),0.06667866658328851,4151,181792,0.03782541606462719,higher,0.5,0.5,0.5,0.09963361304810306,0.900366386951897,0.900366386951897,ok,1e-05,eps_x,4,185943,16922,15236,1686,155,168866
sigma_r_fraction,abs(Delta sigma_R)/(abs(Delta sigma_R)+abs(Delta sigma_I)),0.052233623900993786,4143,181800,0.008233683025079763,higher,0.5,0.5,0.5,0.09963361304810306,0.900366386951897,0.900366386951897,ok,1e-05,eps_x,4,185943,16922,15236,1686,155,168866
sigma_i_over_sigma_s,abs(Delta sigma_I)/abs(Delta sigma_S),1.0734027826263166,184607,20836,1.6137419755920396e-05,higher,0.03895394963796127,0.9610460503620387,0.9610460503620387,0.044762382864792505,0.9552376171352075,0.9552376171352075,ok,0.0001,eps_x,4,205443,11952,10339,1613,3193,190298
sigma_i,abs(Delta sigma_I),6.934513499948939e-05,201334,4109,3.3192819985927713e-06,lower,0.8957845767478151,0.1042154232521849,0.8957845767478151,0.8273929049531459,0.1726070950468541,0.8273929049531459,ok,0.0001,eps_x,4,205443,11952,10339,1613,3193,190298
sigma_i_over_dg,abs(Delta sigma_I)/Delta gamma,6.934513499948937,201334,4109,3.3192819985927713e-06,lower,0.8957845767478151,0.1042154232521849,0.8957845767478151,0.8273929049531459,0.1726070950468541,0.8273929049531459,ok,0.0001,eps_x,4,205443,11952,10339,1613,3193,190298
es_over_sigma_s2,Delta E_S/(V0 abs(Delta sigma_S)^2),56.39787659075496,58637,146806,9.25312024135927e-06,higher,0.2559016243337229,0.7440983756662771,0.7440983756662771,0.36261713520749667,0.6373828647925034,0.6373828647925034,ok,0.0001,eps_x,4,205443,11952,10339,1613,3193,190298
sigma_s2_over_es,abs(Delta sigma_S)^2/(Delta E_S/V0),0.01773116401626946,146806,58637,9.25312024135927e-06,lower,0.7440983756662771,0.2559016243337229,0.7440983756662771,0.6373828647925034,0.36261713520749667,0.6373828647925034,ok,0.0001,eps_x,4,205443,11952,10339,1613,3193,190298
er_plus_ei,(abs(Delta E_R)+abs(Delta E_I))/V0,7.087405248228761e-07,66515,138928,1.0903920584226512e-05,lower,0.6891906826048895,0.3108093173951105,0.6891906826048895,0.49531459170013387,0.5046854082998661,0.49531459170013387,ok,0.0001,eps_x,4,205443,11952,10339,1613,3193,190298
es_sigma_s,Delta E_S abs(Delta sigma_S)/V0,1.4886166013142095e-12,49504,155939,2.942698432484292e-05,lower,0.6888853183945823,0.3111146816054176,0.6888853183945823,0.4631024096385542,0.5368975903614458,0.4631024096385542,ok,0.0001,eps_x,4,205443,11952,10339,1613,3193,190298
ei_sigma_i,abs(Delta E_I) abs(Delta sigma_I)/V0,1.6479791794117237e-11,62170,143273,1.67027715090029e-05,lower,0.6832287499639469,0.31677125003605305,0.6832287499639469,0.4610107095046854,0.5389892904953146,0.4610107095046854,ok,0.0001,eps_x,4,205443,11952,10339,1613,3193,190298
ei_over_es,abs(Delta E_I)/Delta E_S,12.886064760112538,116551,88892,1.3411768331472729e-05,higher,0.3318843049511816,0.6681156950488184,0.6681156950488184,0.5601572958500669,0.43984270414993304,0.43984270414993304,ok,0.0001,eps_x,4,205443,11952,10339,1613,3193,190298
ei,abs(Delta E_I)/V0,7.002052781973568e-07,65898,139545,1.2073376217891507e-05,lower,0.6340536290909885,0.3659463709090115,0.6340536290909885,0.47958500669344045,0.5204149933065596,0.47958500669344045,ok,0.0001,eps_x,4,205443,11952,10339,1613,3193,190298
ei_over_dg,abs(Delta E_I)/(V0 Delta gamma),0.07002052781973568,65898,139545,1.2073376217447418e-05,lower,0.6340536290909885,0.3659463709090115,0.6340536290909885,0.47958500669344045,0.5204149933065596,0.47958500669344045,ok,0.0001,eps_x,4,205443,11952,10339,1613,3193,190298
ei_over_dg2,abs(Delta E_I)/(V0 Delta gamma^2),7002.052781973568,65898,139545,1.2073376217447418e-05,lower,0.6340536290909885,0.3659463709090115,0.6340536290909885,0.47958500669344045,0.5204149933065596,0.47958500669344045,ok,0.0001,eps_x,4,205443,11952,10339,1613,3193,190298
es,Delta E_S/V0,4.964784487288394e-08,47433,158010,1.0752244446798898e-05,lower,0.6140422144358929,0.3859577855641071,0.6140422144358929,0.34312248995983935,0.6568775100401606,0.34312248995983935,ok,0.0001,eps_x,4,205443,11952,10339,1613,3193,190298
es_over_dg,Delta E_S/(V0 Delta gamma),0.004964784487288394,47433,158010,1.0752244447242987e-05,lower,0.6140422144358929,0.3859577855641071,0.6140422144358929,0.34312248995983935,0.6568775100401606,0.34312248995983935,ok,0.0001,eps_x,4,205443,11952,10339,1613,3193,190298
es_over_dg2,Delta E_S/(V0 Delta gamma^2),496.4784487288394,47433,158010,1.0752244447242987e-05,lower,0.6140422144358929,0.3859577855641071,0.6140422144358929,0.34312248995983935,0.6568775100401606,0.34312248995983935,ok,0.0001,eps_x,4,205443,11952,10339,1613,3193,190298
sigma_s,abs(Delta sigma_S),1.454310848259498e-05,6914,198529,0.00019381177243715797,lower,0.609659600905617,0.390340399094383,0.609659600905617,0.32739290495314594,0.6726070950468541,0.32739290495314594,ok,0.0001,eps_x,4,205443,11952,10339,1613,3193,190298
sigma_s_over_dg,abs(Delta sigma_S)/Delta gamma,1.4543108482594977,6914,198529,0.0001938117724367694,lower,0.609659600905617,0.390340399094383,0.609659600905617,0.32739290495314594,0.6726070950468541,0.32739290495314594,ok,0.0001,eps_x,4,205443,11952,10339,1613,3193,190298
er_plus_es,(abs(Delta E_R)+Delta E_S)/V0,5.1942032089844454e-08,49252,156191,2.892512761931698e-05,lower,0.6058874759418874,0.3941125240581126,0.6058874759418874,0.3208668005354752,0.6791331994645248,0.3208668005354752,ok,0.0001,eps_x,4,205443,11952,10339,1613,3193,190298
er_over_sigma_r2,abs(Delta E_R)/(V0 abs(Delta sigma_R)^2),41.15878884315697,42231,163212,6.77656391285808e-05,lower,0.5664525589340933,0.4335474410659067,0.5664525589340933,0.8826974564926372,0.11730254350736279,0.8826974564926372,ok,0.0001,eps_x,4,205443,11952,10339,1613,3193,190298
sigma_r2_over_er,abs(Delta sigma_R)^2/(abs(Delta E_R)/V0),0.02429614738690882,163212,42231,6.77656391285808e-05,higher,0.4335474410659067,0.5664525589340933,0.5664525589340933,0.11730254350736279,0.8826974564926372,0.8826974564926372,ok,0.0001,eps_x,4,205443,11952,10339,1613,3193,190298
er_minus_ei,abs(abs(Delta E_R)-abs(Delta E_I))/V0,6.795408670192949e-07,64566,140877,7.88871304813199e-06,lower,0.5526497968106244,0.44735020318937546,0.5526497968106244,0.4528112449799197,0.5471887550200804,0.4528112449799197,ok,0.0001,eps_x,4,205443,11952,10339,1613,3193,190298
er_sigma_s,abs(Delta E_R) abs(Delta sigma_S)/V0,1.5381536788386233e-14,184548,20895,0.00045151143920563186,lower,0.5343360092852307,0.4656639907147693,0.5343360092852307,0.1943607764390897,0.8056392235609103,0.1943607764390897,ok,0.0001,eps_x,4,205443,11952,10339,1613,3193,190298
er,abs(Delta E_R)/V0,4.250125744212284e-10,182156,23287,0.006866287257858872,lower,0.5005319663410388,0.4994680336589612,0.5005319663410388,0.1358768406961178,0.8641231593038822,0.1358768406961178,ok,0.0001,eps_x,4,205443,11952,10339,1613,3193,190298
er_over_dg,abs(Delta E_R)/(V0 Delta gamma),4.250125744212284e-05,182156,23287,0.0068662872578570955,lower,0.5005319663410388,0.4994680336589612,0.5005319663410388,0.1358768406961178,0.8641231593038822,0.1358768406961178,ok,0.0001,eps_x,4,205443,11952,10339,1613,3193,190298
er_over_dg2,abs(Delta E_R)/(V0 Delta gamma^2),4.2501257442122835,182156,23287,0.006866287257857873,lower,0.5005319663410388,0.4994680336589612,0.5005319663410388,0.1358768406961178,0.8641231593038822,0.1358768406961178,ok,0.0001,eps_x,4,205443,11952,10339,1613,3193,190298
sigma_r,abs(Delta sigma_R),4.505123766497279e-06,181970,23473,0.002603393121851205,higher,0.49969001859888407,0.5003099814011159,0.5003099814011159,0.1348728246318608,0.8651271753681392,0.8651271753681392,ok,0.0001,eps_x,4,205443,11952,10339,1613,3193,190298
sigma_r_over_dg,abs(Delta sigma_R)/Delta gamma,0.4505123766497278,181970,23473,0.0026033931218518713,higher,0.49969001859888407,0.5003099814011159,0.5003099814011159,0.1348728246318608,0.8651271753681392,0.8651271753681392,ok,0.0001,eps_x,4,205443,11952,10339,1613,3193,190298
er_over_es,abs(Delta E_R)/Delta E_S,0.0036442952373749423,176265,29178,6.55106095872604e-05,lower,0.5000967211529161,0.49990327884708385,0.5000967211529161,0.13512382864792502,0.864876171352075,0.13512382864792502,ok,0.0001,eps_x,4,205443,11952,10339,1613,3193,190298
sigma_r_over_sigma_s,abs(Delta sigma_R)/abs(Delta sigma_S),0.15435107070115914,181818,23625,0.0012210103774560332,higher,0.5,0.5,0.5,0.13495649263721554,0.8650435073627845,0.8650435073627845,ok,0.0001,eps_x,4,205443,11952,10339,1613,3193,190298
sigma_r_over_sigma_i,abs(Delta sigma_R)/abs(Delta sigma_I),0.13355285446091675,179731,25712,0.0001063430442141966,higher,0.5,0.5,0.5,0.13495649263721554,0.8650435073627845,0.8650435073627845,ok,0.0001,eps_x,4,205443,11952,10339,1613,3193,190298
er_over_ei,abs(Delta E_R)/abs(Delta E_I),0.00047982576386696975,181425,24018,0.0023572434576197843,higher,0.5,0.5,0.5,0.13495649263721554,0.8650435073627845,0.8650435073627845,ok,0.0001,eps_x,4,205443,11952,10339,1613,3193,190298
er_fraction,abs(Delta E_R)/(abs(Delta E_R)+abs(Delta E_I)),0.00046354209008011096,181401,24042,0.000654039319347266,higher,0.5,0.5,0.5,0.13495649263721554,0.8650435073627845,0.8650435073627845,ok,0.0001,eps_x,4,205443,11952,10339,1613,3193,190298
sigma_r_fraction,abs(Delta sigma_R)/(abs(Delta sigma_R)+abs(Delta sigma_I)),0.061311555209259384,171224,34219,5.0820395319339795e-05,higher,0.5,0.5,0.5,0.13495649263721554,0.8650435073627845,0.8650435073627845,ok,0.0001,eps_x,4,205443,11952,10339,1613,3193,190298
er_sigma_r,abs(Delta E_R) abs(Delta sigma_R)/V0,1.6941675997823984e-15,182069,23374,0.1076481472143378,higher,0.5,0.5,0.5,0.13495649263721554,0.8650435073627845,0.8650435073627845,ok,0.0001,eps_x,4,205443,11952,10339,1613,3193,190298
