size,regime,feature,feature_label,sample_count,forward_only_pool_count,otsu_cut,otsu_closing_count,otsu_nonclosing_count,log10_gap_at_cut,status
150,post,sigma_r2_over_er,abs(Delta sigma_R)^2/(abs(Delta E_R)/V0),6,15608,0.009490299858702986,819,14789,0.010188029349040839,ok
150,post,sigma_s2_over_es,abs(Delta sigma_S)^2/(Delta E_S/V0),6,15608,0.001761402723736488,4770,10838,0.0014871130801235033,ok
200,pre,er,abs(Delta E_R)/V0,6,14471,2.632673647096363e-08,12529,1942,0.08423850845521574,ok
200,pre,es,Delta E_S/V0,6,14471,1.5537340817187885e-06,12935,1536,0.004284609422932739,ok
200,pre,ei,abs(Delta E_I)/V0,6,14471,1.3970164872784478e-07,821,13650,0.028649445847608312,ok
200,pre,sigma_r,abs(Delta sigma_R),6,14471,8.957025089925167e-07,822,13649,0.01474008842400032,ok
200,pre,sigma_i,abs(Delta sigma_I),6,14471,1.3630017221386544e-06,866,13605,0.00461624397625382,ok
200,pre,sigma_s,abs(Delta sigma_S),6,14471,9.01013279364695e-06,1319,13152,0.001531076446842583,ok
200,pre,er_over_dg,abs(Delta E_R)/(V0 Delta gamma),6,14471,0.00263267364709373,12529,1942,0.08423850845521574,ok
200,pre,er_over_dg2,abs(Delta E_R)/(V0 Delta gamma^2),6,14471,263.26736470910976,12529,1942,0.08423850845521574,ok
200,pre,es_over_dg,Delta E_S/(V0 Delta gamma),6,14471,0.15537340817172346,12935,1536,0.004284609422932961,ok
200,pre,es_over_dg2,Delta E_S/(V0 Delta gamma^2),6,14471,15537.340817156808,12935,1536,0.004284609422932739,ok
200,pre,ei_over_dg,abs(Delta E_I)/(V0 Delta gamma),6,14471,0.013970164872770505,821,13650,0.02864944584760787,ok
200,pre,ei_over_dg2,abs(Delta E_I)/(V0 Delta gamma^2),6,14471,1397.0164872756536,821,13650,0.028649445847608312,ok
200,pre,sigma_r_over_dg,abs(Delta sigma_R)/Delta gamma,6,14471,0.0895702508991621,822,13649,0.01474008842400032,ok
200,pre,sigma_i_over_dg,abs(Delta sigma_I)/Delta gamma,6,14471,0.13630017221372911,866,13605,0.004616243976253487,ok
200,pre,sigma_s_over_dg,abs(Delta sigma_S)/Delta gamma,6,14471,0.9010132793637939,1319,13152,0.0015310764468423749,ok
200,pre,er_over_es,abs(Delta E_R)/Delta E_S,6,14471,0.0217434954066093,12228,2243,0.0037729604529124217,ok
200,pre,ei_over_es,abs(Delta E_I)/Delta E_S,6,14471,3.8315465861546234,2639,11832,0.008922750935540402,ok
200,pre,sigma_r_over_sigma_s,abs(Delta sigma_R)/abs(Delta sigma_S),6,14471,0.5502372973789081,13006,1465,0.0009031873317814076,ok
200,pre,sigma_i_over_sigma_s,abs(Delta sigma_I)/abs(Delta sigma_S),6,14471,0.14753578282833257,863,13608,0.0038608102738800776,ok
200,pre,sigma_r_over_sigma_i,abs(Delta sigma_R)/abs(Delta sigma_I),6,14471,0.6156396211508196,11823,2648,0.0017384300972952405,ok
200,pre,er_over_ei,abs(Delta E_R)/abs(Delta E_I),6,14471,0.0034699148411817485,11761,2710,0.19246892655236847,ok
200,pre,er_fraction,abs(Delta E_R)/(abs(Delta E_R)+abs(Delta E_I)),6,14471,0.002405421497234105,11760,2711,0.12337478399830104,ok
200,pre,sigma_r_fraction,abs(Delta sigma_R)/(abs(Delta sigma_R)+abs(Delta sigma_I)),6,14471,0.35720105481907977,11758,2713,0.001782494202611118,ok
200,pre,er_plus_ei,(abs(Delta E_R)+abs(Delta E_I))/V0,6,14471,1.290756473861569e-07,758,13713,0.22981368382864975,ok
200,pre,er_minus_ei,abs(abs(Delta E_R)-abs(Delta E_I))/V0,6,14471,1.1559939143494114e-07,830,13641,0.010884419335257078,ok
200,pre,er_plus_es,(abs(Delta E_R)+Delta E_S)/V0,6,14471,1.932307356318073e-06,12780,1691,0.006950378180188288,ok
200,pre,er_sigma_r,abs(Delta E_R) abs(Delta sigma_R)/V0,6,14471,1.685432065831922e-13,12524,1947,0.2785123506273184,ok
200,pre,er_sigma_s,abs(Delta E_R) abs(Delta sigma_S)/V0,6,14471,5.596060173136215e-13,12560,1911,0.019838620098848736,ok
200,pre,ei_sigma_i,abs(Delta E_I) abs(Delta sigma_I)/V0,6,14471,1.595799922741927e-13,782,13689,0.11613298175315911,ok
200,pre,es_sigma_s,Delta E_S abs(Delta sigma_S)/V0,6,14471,4.0329410360414076e-11,13115,1356,0.005849978565970915,ok
200,pre,er_over_sigma_r2,abs(Delta E_R)/(V0 abs(Delta sigma_R)^2),6,14471,301.4771389321605,11905,2566,0.018092949307907613,ok
200,pre,es_over_sigma_s2,Delta E_S/(V0 abs(Delta sigma_S)^2),6,14471,4828.112075397533,12921,1550,0.007051065046705496,ok
200,pre,sigma_r2_over_er,abs(Delta sigma_R)^2/(abs(Delta E_R)/V0),6,14471,0.0033170010951477937,2566,11905,0.018092949307907613,ok
200,pre,sigma_s2_over_es,abs(Delta sigma_S)^2/(Delta E_S/V0),6,14471,0.00020712029554899322,1550,12921,0.007051065046705496,ok
200,post,er,abs(Delta E_R)/V0,6,32391,1.7218577041303405e-08,30324,2067,0.027416085690012082,ok
200,post,es,Delta E_S/V0,6,32391,7.21673972767103e-07,30817,1574,0.002567863362690659,ok
200,post,ei,abs(Delta E_I)/V0,6,32391,8.8737163111048e-06,31440,951,0.006328154034170197,ok
200,post,sigma_r,abs(Delta sigma_R),6,32391,5.175769187982821e-05,30787,1604,0.0006326622514087887,ok
200,post,sigma_i,abs(Delta sigma_I),6,32391,9.071950210622174e-05,31109,1282,0.0005824087123675881,ok
200,post,sigma_s,abs(Delta sigma_S),6,32391,0.00010588180646280792,31135,1256,0.0013584622577944572,ok
200,post,er_over_dg,abs(Delta E_R)/(V0 Delta gamma),6,32391,0.0017218577041286185,30324,2067,0.027416085690012526,ok
200,post,er_over_dg2,abs(Delta E_R)/(V0 Delta gamma^2),6,32391,172.18577041268966,30324,2067,0.027416085690012082,ok
200,post,es_over_dg,Delta E_S/(V0 Delta gamma),6,32391,0.07216739727663812,30817,1574,0.002567863362690659,ok
200,post,es_over_dg2,Delta E_S/(V0 Delta gamma^2),6,32391,7216.739727656595,30817,1574,0.002567863362691103,ok
200,post,ei_over_dg,abs(Delta E_I)/(V0 Delta gamma),6,32391,0.8873716311095926,31440,951,0.006328154034170669,ok
200,post,ei_over_dg2,abs(Delta E_I)/(V0 Delta gamma^2),6,32391,88737.16311087052,31440,951,0.006328154034170197,ok
200,post,sigma_r_over_dg,abs(Delta sigma_R)/Delta gamma,6,32391,5.175769187977644,30787,1604,0.0006326622514087887,ok
200,post,sigma_i_over_dg,abs(Delta sigma_I)/Delta gamma,6,32391,9.071950210613101,31109,1282,0.0005824087123675881,ok
200,post,sigma_s_over_dg,abs(Delta sigma_S)/Delta gamma,6,32391,10.588180646270203,31135,1256,0.0013584622577944572,ok
200,post,er_over_es,abs(Delta E_R)/Delta E_S,6,32391,0.028787006370090608,29552,2839,0.0025768362915163934,ok
200,post,ei_over_es,abs(Delta E_I)/Delta E_S,6,32391,6.134321633727913,1850,30541,0.0027802591761595385,ok
200,post,sigma_r_over_sigma_s,abs(Delta sigma_R)/abs(Delta sigma_S),6,32391,0.7376110901255611,26856,5535,0.0003736940599946281,ok
200,post,sigma_i_over_sigma_s,abs(Delta sigma_I)/abs(Delta sigma_S),6,32391,1.8739267344129316,29522,2869,0.0003257512912791527,ok
200,post,sigma_r_over_sigma_i,abs(Delta sigma_R)/abs(Delta sigma_I),6,32391,0.7891542944572514,30325,2066,0.0012740384277386135,ok
200,post,er_over_ei,abs(Delta E_R)/abs(Delta E_I),6,32391,0.006024035247427383,30300,2091,0.037262629280317316,ok
200,post,er_fraction,abs(Delta E_R)/(abs(Delta E_R)+abs(Delta E_I)),6,32391,0.004653889235923847,30299,2092,0.18188201681484717,ok
200,post,sigma_r_fraction,abs(Delta sigma_R)/(abs(Delta sigma_R)+abs(Delta sigma_I)),6,32391,0.4155547844771351,30153,2238,0.00017981117204479702,ok
200,post,er_plus_ei,(abs(Delta E_R)+abs(Delta E_I))/V0,6,32391,1.1415667893445453e-05,31323,1068,0.0009067161576297167,ok
200,post,er_minus_ei,abs(abs(Delta E_R)-abs(Delta E_I))/V0,6,32391,1.1897391859700924e-06,11293,21098,1.3883432954386876e-05,ok
200,post,er_plus_es,(abs(Delta E_R)+Delta E_S)/V0,6,32391,9.072984951165375e-07,30690,1701,0.0044134300114944125,ok
200,post,er_sigma_r,abs(Delta E_R) abs(Delta sigma_R)/V0,6,32391,6.680341825140711e-13,30350,2041,0.017334853049513654,ok
200,post,er_sigma_s,abs(Delta E_R) abs(Delta sigma_S)/V0,6,32391,1.157533308289704e-12,30395,1996,0.01846937699433404,ok
200,post,ei_sigma_i,abs(Delta E_I) abs(Delta sigma_I)/V0,6,32391,8.73579611508829e-10,31377,1014,0.004644627384939426,ok
200,post,es_sigma_s,Delta E_S abs(Delta sigma_S)/V0,6,32391,6.716266939577233e-11,30923,1468,0.007761287351092605,ok
200,post,er_over_sigma_r2,abs(Delta E_R)/(V0 abs(Delta sigma_R)^2),6,32391,17.889978311517993,30637,1754,0.0023606679646230866,ok
200,post,es_over_sigma_s2,Delta E_S/(V0 abs(Delta sigma_S)^2),6,32391,1110.914435100029,31050,1341,0.002626129038199032,ok
200,post,sigma_r2_over_er,abs(Delta sigma_R)^2/(abs(Delta E_R)/V0),6,32391,0.05589721701094384,1754,30637,0.0023606679646230866,ok
200,post,sigma_s2_over_es,abs(Delta sigma_S)^2/(Delta E_S/V0),6,32391,0.0009001593357727481,1341,31050,0.002626129038199476,ok
250,pre,er,abs(Delta E_R)/V0,6,9419,2.8262947524037787e-08,6932,2487,0.09950121968979087,ok
250,pre,es,Delta E_S/V0,6,9419,1.5220239822147186e-06,7456,1963,0.001791229727181154,ok
250,pre,ei,abs(Delta E_I)/V0,6,9419,5.977751918053459e-06,7842,1577,0.003078498075099745,ok
250,pre,sigma_r,abs(Delta sigma_R),6,9419,5.550569591211694e-07,557,8862,0.008039325187215951,ok
250,pre,sigma_i,abs(Delta sigma_I),6,9419,6.781423377211683e-07,581,8838,0.006591314223332034,ok
250,pre,sigma_s,abs(Delta sigma_S),6,9419,9.105605477575338e-06,1373,8046,0.0007499496789860061,ok
250,pre,er_over_dg,abs(Delta E_R)/(V0 Delta gamma),6,9419,0.0028262947524009523,6932,2487,0.09950121968979042,ok
250,pre,er_over_dg2,abs(Delta E_R)/(V0 Delta gamma^2),6,9419,282.62947523981256,6932,2487,0.09950121968979042,ok
250,pre,es_over_dg,Delta E_S/(V0 Delta gamma),6,9419,0.15220239822131962,7456,1963,0.0017912297271807098,ok
250,pre,es_over_dg2,Delta E_S/(V0 Delta gamma^2),6,9419,15220.239822116742,7456,1963,0.001791229727181154,ok
250,pre,ei_over_dg,abs(Delta E_I)/(V0 Delta gamma),6,9419,0.5977751918047481,7842,1577,0.0030784980750994395,ok
250,pre,ei_over_dg2,abs(Delta E_I)/(V0 Delta gamma^2),6,9419,59777.51918041502,7842,1577,0.003078498075099745,ok
250,pre,sigma_r_over_dg,abs(Delta sigma_R)/Delta gamma,6,9419,0.05550569591206143,557,8862,0.008039325187215951,ok
250,pre,sigma_i_over_dg,abs(Delta sigma_I)/Delta gamma,6,9419,0.06781423377204901,581,8838,0.006591314223332034,ok
250,pre,sigma_s_over_dg,abs(Delta sigma_S)/Delta gamma,6,9419,0.9105605477566231,1373,8046,0.0007499496789859436,ok
250,pre,er_over_es,abs(Delta E_R)/Delta E_S,6,9419,0.02514415435796933,6819,2600,0.011154790391843639,ok
250,pre,ei_over_es,abs(Delta E_I)/Delta E_S,6,9419,3.5830724065168433,2930,6489,0.016845795879705694,ok
250,pre,sigma_r_over_sigma_s,abs(Delta sigma_R)/abs(Delta sigma_S),6,9419,0.5348525615588348,7744,1675,0.001531871981794941,ok
250,pre,sigma_i_over_sigma_s,abs(Delta sigma_I)/abs(Delta sigma_S),6,9419,0.07360936608871918,571,8848,0.004848283033358269,ok
250,pre,sigma_r_over_sigma_i,abs(Delta sigma_R)/abs(Delta sigma_I),6,9419,0.6141919886153391,6484,2935,0.006616370911122993,ok
250,pre,er_over_ei,abs(Delta E_R)/abs(Delta E_I),6,9419,0.006010613924024918,6650,2769,0.0026078879302384728,ok
250,pre,er_fraction,abs(Delta E_R)/(abs(Delta E_R)+abs(Delta E_I)),6,9419,0.0036575208216796714,6552,2867,0.0017559888245317623,ok
250,pre,sigma_r_fraction,abs(Delta sigma_R)/(abs(Delta sigma_R)+abs(Delta sigma_I)),6,9419,0.35961107421948196,6472,2947,0.006832328161151424,ok
250,pre,er_plus_ei,(abs(Delta E_R)+abs(Delta E_I))/V0,6,9419,8.320164491647213e-06,7711,1708,0.0018707053193791623,ok
250,pre,er_minus_ei,abs(abs(Delta E_R)-abs(Delta E_I))/V0,6,9419,1.49304196123641e-07,631,8788,0.008224160697601235,ok
250,pre,er_plus_es,(abs(Delta E_R)+Delta E_S)/V0,6,9419,1.9885890523537023e-06,7292,2127,0.0027912948856663178,ok
250,pre,er_sigma_r,abs(Delta E_R) abs(Delta sigma_R)/V0,6,9419,1.6652554704301604e-13,6945,2474,0.046280850038085575,ok
250,pre,er_sigma_s,abs(Delta E_R) abs(Delta sigma_S)/V0,6,9419,4.3095303515998393e-13,6957,2462,0.0033371506511237214,ok
250,pre,ei_sigma_i,abs(Delta E_I) abs(Delta sigma_I)/V0,6,9419,1.2542995787363077e-13,542,8877,0.04690341271852816,ok
250,pre,es_sigma_s,Delta E_S abs(Delta sigma_S)/V0,6,9419,3.298628659698123e-11,7736,1683,0.0025786809111103537,ok
250,pre,er_over_sigma_r2,abs(Delta E_R)/(V0 abs(Delta sigma_R)^2),6,9419,579.8441438661378,6566,2853,0.09265455987678939,ok
250,pre,es_over_sigma_s2,Delta E_S/(V0 abs(Delta sigma_S)^2),6,9419,6082.87040263357,7375,2044,0.0030145676264603516,ok
250,pre,sigma_r2_over_er,abs(Delta sigma_R)^2/(abs(Delta E_R)/V0),6,9419,0.0017246013615528708,2853,6566,0.09265455987678894,ok
250,pre,sigma_s2_over_es,abs(Delta sigma_S)^2/(Delta E_S/V0),6,9419,0.0001643960718885366,2044,7375,0.0030145676264603516,ok
250,post,er,abs(Delta E_R)/V0,6,19229,1.587122408595626e-08,16666,2563,0.0603052853357271,ok
250,post,es,Delta E_S/V0,6,19229,7.614091902030518e-07,17370,1859,0.0033536300428851362,ok
250,post,ei,abs(Delta E_I)/V0,6,19229,7.448138274052378e-06,18140,1089,0.001405219487348397,ok
250,post,sigma_r,abs(Delta sigma_R),6,19229,5.322720595518462e-05,17366,1863,0.0003808015208690563,ok
250,post,sigma_i,abs(Delta sigma_I),6,19229,8.872912827578422e-05,17773,1456,0.0013087692827857822,ok
250,post,sigma_s,abs(Delta sigma_S),6,19229,0.00013547432968372822,17941,1288,0.005393409285392892,ok
250,post,er_over_dg,abs(Delta E_R)/(V0 Delta gamma),6,19229,0.0015871224085940387,16666,2563,0.06030528533572754,ok
250,post,er_over_dg2,abs(Delta E_R)/(V0 Delta gamma^2),6,19229,158.71224085924516,16666,2563,0.06030528533572754,ok
250,post,es_over_dg,Delta E_S/(V0 Delta gamma),6,19229,0.07614091902022903,17370,1859,0.0033536300428851362,ok
250,post,es_over_dg2,Delta E_S/(V0 Delta gamma^2),6,19229,7614.091902015289,17370,1859,0.0033536300428851362,ok
250,post,ei_over_dg,abs(Delta E_I)/(V0 Delta gamma),6,19229,0.7448138274044929,18140,1089,0.0014052194873478696,ok
250,post,ei_over_dg2,abs(Delta E_I)/(V0 Delta gamma^2),6,19229,74481.3827403748,18140,1089,0.0014052194873475088,ok
250,post,sigma_r_over_dg,abs(Delta sigma_R)/Delta gamma,6,19229,5.322720595513139,17366,1863,0.00038080152086894525,ok
250,post,sigma_i_over_dg,abs(Delta sigma_I)/Delta gamma,6,19229,8.872912827569548,17773,1456,0.0013087692827861153,ok
250,post,sigma_s_over_dg,abs(Delta sigma_S)/Delta gamma,6,19229,13.547432968359274,17941,1288,0.005393409285392892,ok
250,post,er_over_es,abs(Delta E_R)/Delta E_S,6,19229,0.03269052729118635,16164,3065,0.0034123106446286577,ok
250,post,ei_over_es,abs(Delta E_I)/Delta E_S,6,19229,4.8691394236068275,2258,16971,0.007394516196618239,ok
250,post,sigma_r_over_sigma_s,abs(Delta sigma_R)/abs(Delta sigma_S),6,19229,0.6051992842185923,16817,2412,0.00048356472589150545,ok
250,post,sigma_i_over_sigma_s,abs(Delta sigma_I)/abs(Delta sigma_S),6,19229,0.7420424052095455,16339,2890,0.00010835916183449257,ok
250,post,sigma_r_over_sigma_i,abs(Delta sigma_R)/abs(Delta sigma_I),6,19229,0.8527692968017253,16825,2404,0.0004341456760287854,ok
250,post,er_over_ei,abs(Delta E_R)/abs(Delta E_I),6,19229,0.006832729340776317,16646,2583,0.05337158202381653,ok
250,post,er_fraction,abs(Delta E_R)/(abs(Delta E_R)+abs(Delta E_I)),6,19229,0.004615407016978571,16641,2588,0.08984707714986895,ok
250,post,sigma_r_fraction,abs(Delta sigma_R)/(abs(Delta sigma_R)+abs(Delta sigma_I)),6,19229,0.438551977786962,16749,2480,2.8892007039482692e-05,ok
250,post,er_plus_ei,(abs(Delta E_R)+abs(Delta E_I))/V0,6,19229,9.376941988659662e-06,17960,1269,0.0011003756140146592,ok
250,post,er_minus_ei,abs(abs(Delta E_R)-abs(Delta E_I))/V0,6,19229,5.889230418327578e-07,385,18844,0.0005428662306004028,ok
250,post,er_plus_es,(abs(Delta E_R)+Delta E_S)/V0,6,19229,9.188063468200685e-07,17149,2080,0.0017686245151873337,ok
250,post,er_sigma_r,abs(Delta E_R) abs(Delta sigma_R)/V0,6,19229,6.263575873713609e-13,16715,2514,0.015426818753880411,ok
250,post,er_sigma_s,abs(Delta E_R) abs(Delta sigma_S)/V0,6,19229,1.2932691698947765e-12,16795,2434,0.02472377298581918,ok
250,post,ei_sigma_i,abs(Delta E_I) abs(Delta sigma_I)/V0,6,19229,6.905226354208707e-10,18041,1188,0.004380649544724946,ok
250,post,es_sigma_s,Delta E_S abs(Delta sigma_S)/V0,6,19229,9.288585113822991e-11,17586,1643,0.008664442902007963,ok
250,post,er_over_sigma_r2,abs(Delta E_R)/(V0 abs(Delta sigma_R)^2),6,19229,16.74068346163198,16903,2326,0.0008955565567516643,ok
250,post,es_over_sigma_s2,Delta E_S/(V0 abs(Delta sigma_S)^2),6,19229,36.407717639145,4625,14604,0.00046632950790326255,ok
250,post,sigma_r2_over_er,abs(Delta sigma_R)^2/(abs(Delta E_R)/V0),6,19229,0.059734717659043174,2326,16903,0.0008955565567516643,ok
250,post,sigma_s2_over_es,abs(Delta sigma_S)^2/(Delta E_S/V0),6,19229,0.027466703898099232,14604,4625,0.0004663295079034846,ok
