target_width,actual_width,delta_gamma,seed,gamma_center,rate
0.02,0.020000000000000018,1e-05,1,0.5900000000000001,549.9999999999995
0.02,0.019999999999999907,1e-05,1,0.6100000000000001,500.00000000000233
0.02,0.020000000000000018,1e-05,1,0.63,499.99999999999955
0.02,0.020000000000000018,1e-05,1,0.65,899.9999999999992
0.02,0.020000000000000018,1e-05,1,0.67,649.9999999999994
0.02,0.020000000000000018,1e-05,1,0.6900000000000001,799.9999999999993
0.02,0.019999999999999907,1e-05,1,0.71,650.0000000000031
0.02,0.020000000000000018,1e-05,1,0.73,549.9999999999995
0.02,0.020000000000000018,1e-05,1,0.75,299.9999999999997
0.02,0.020000000000000018,1e-05,1,0.77,549.9999999999995
0.02,0.020000000000000018,1e-05,1,0.79,699.9999999999994
0.02,0.020000000000000018,1e-05,1,0.81,749.9999999999993
0.02,0.020000000000000018,1e-05,1,0.8300000000000001,399.99999999999966
0.02,0.019999999999999907,1e-05,1,0.8500000000000001,600.0000000000028
0.02,0.020000000000000018,1e-05,1,0.87,499.99999999999955
0.02,0.020000000000000018,1e-05,1,0.89,549.9999999999995
0.02,0.020000000000000018,1e-05,1,0.91,549.9999999999995
0.02,0.020000000000000018,1e-05,1,0.93,299.9999999999997
0.02,0.020000000000000018,1e-05,1,0.9500000000000001,549.9999999999995
0.02,0.019999999999999907,1e-05,1,0.97,650.0000000000031
0.02,0.020000000000000018,1e-05,1,0.99,349.9999999999997
0.02,0.01999999999999999,1e-05,2,0.15000000000000002,350.00000000000017
0.02,0.020000000000000018,1e-05,2,0.17,549.9999999999995
0.02,0.01999999999999999,1e-05,2,0.19,850.0000000000005
0.02,0.020000000000000018,1e-05,2,0.21000000000000002,649.9999999999994
0.02,0.01999999999999999,1e-05,2,0.23000000000000004,400.0000000000002
0.02,0.01999999999999999,1e-05,2,0.25,500.0000000000002
0.02,0.020000000000000018,1e-05,2,0.27,499.99999999999955
0.02,0.020000000000000018,1e-05,2,0.29000000000000004,499.99999999999955
0.02,0.019999999999999962,1e-05,2,0.31000000000000005,550.000000000001
0.02,0.020000000000000018,1e-05,2,0.33,499.99999999999955
0.02,0.019999999999999962,1e-05,2,0.35,600.0000000000011
0.02,0.020000000000000018,1e-05,2,0.37,749.9999999999993
0.02,0.020000000000000018,1e-05,2,0.39,499.99999999999955
0.02,0.020000000000000018,1e-05,2,0.41000000000000003,449.9999999999996
0.02,0.019999999999999962,1e-05,2,0.43000000000000005,400.00000000000074
0.02,0.020000000000000018,1e-05,2,0.45,449.9999999999996
0.02,0.020000000000000018,1e-05,2,0.47000000000000003,449.9999999999996
0.02,0.019999999999999962,1e-05,2,0.49,400.00000000000074
0.02,0.020000000000000018,1e-05,2,0.51,399.99999999999966
0.02,0.020000000000000018,1e-05,2,0.53,749.9999999999993
0.02,0.020000000000000018,1e-05,2,0.55,449.9999999999996
0.02,0.020000000000000018,1e-05,2,0.5700000000000001,599.9999999999994
0.02,0.020000000000000018,1e-05,2,0.5900000000000001,749.9999999999993
0.02,0.019999999999999907,1e-05,2,0.6100000000000001,400.0000000000019
0.02,0.020000000000000018,1e-05,2,0.63,549.9999999999995
0.02,0.020000000000000018,1e-05,2,0.65,899.9999999999992
0.02,0.020000000000000018,1e-05,2,0.67,549.9999999999995
0.02,0.020000000000000018,1e-05,2,0.6900000000000001,799.9999999999993
0.02,0.019999999999999907,1e-05,2,0.71,600.0000000000028
0.02,0.020000000000000018,1e-05,2,0.73,849.9999999999992
0.02,0.020000000000000018,1e-05,2,0.75,549.9999999999995
0.02,0.020000000000000018,1e-05,2,0.77,549.9999999999995
0.02,0.020000000000000018,1e-05,2,0.79,649.9999999999994
0.02,0.020000000000000018,1e-05,2,0.81,549.9999999999995
0.02,0.020000000000000018,1e-05,2,0.8300000000000001,799.9999999999993
0.02,0.019999999999999907,1e-05,2,0.8500000000000001,750.0000000000035
0.02,0.020000000000000018,1e-05,2,0.87,649.9999999999994
0.02,0.020000000000000018,1e-05,2,0.89,649.9999999999994
0.02,0.020000000000000018,1e-05,2,0.91,749.9999999999993
0.02,0.020000000000000018,1e-05,2,0.93,599.9999999999994
0.02,0.020000000000000018,1e-05,2,0.9500000000000001,599.9999999999994
0.02,0.019999999999999907,1e-05,2,0.97,400.0000000000019
0.02,0.020000000000000018,1e-05,2,0.99,399.99999999999966
0.02,0.01999999999999999,1e-05,3,0.15000000000000002,450.0000000000002
0.02,0.020000000000000018,1e-05,3,0.17,449.9999999999996
0.02,0.01999999999999999,1e-05,3,0.19,650.0000000000003
0.02,0.020000000000000018,1e-05,3,0.21000000000000002,699.9999999999994
0.02,0.01999999999999999,1e-05,3,0.23000000000000004,800.0000000000005
0.02,0.01999999999999999,1e-05,3,0.25,700.0000000000003
0.02,0.020000000000000018,1e-05,3,0.27,549.9999999999995
0.02,0.020000000000000018,1e-05,3,0.29000000000000004,499.99999999999955
0.02,0.019999999999999962,1e-05,3,0.31000000000000005,350.0000000000007
0.02,0.020000000000000018,1e-05,3,0.33,349.9999999999997
0.02,0.019999999999999962,1e-05,3,0.35,550.000000000001
0.02,0.020000000000000018,1e-05,3,0.37,399.99999999999966
0.02,0.020000000000000018,1e-05,3,0.39,449.9999999999996
0.02,0.020000000000000018,1e-05,3,0.41000000000000003,449.9999999999996
0.02,0.019999999999999962,1e-05,3,0.43000000000000005,550.000000000001
0.02,0.020000000000000018,1e-05,3,0.45,349.9999999999997
0.02,0.020000000000000018,1e-05,3,0.47000000000000003,249.99999999999977
0.02,0.019999999999999962,1e-05,3,0.49,450.00000000000085
0.02,0.020000000000000018,1e-05,3,0.51,599.9999999999994
0.02,0.020000000000000018,1e-05,3,0.53,349.9999999999997
0.02,0.020000000000000018,1e-05,3,0.55,249.99999999999977
0.02,0.020000000000000018,1e-05,3,0.5700000000000001,549.9999999999995
0.02,0.020000000000000018,1e-05,3,0.5900000000000001,349.9999999999997
0.02,0.019999999999999907,1e-05,3,0.6100000000000001,500.00000000000233
0.02,0.020000000000000018,1e-05,3,0.63,499.99999999999955
0.02,0.020000000000000018,1e-05,3,0.65,699.9999999999994
0.02,0.020000000000000018,1e-05,3,0.67,549.9999999999995
0.02,0.020000000000000018,1e-05,3,0.6900000000000001,549.9999999999995
0.02,0.019999999999999907,1e-05,3,0.71,700.0000000000033
0.02,0.020000000000000018,1e-05,3,0.73,599.9999999999994
0.02,0.020000000000000018,1e-05,3,0.75,549.9999999999995
0.02,0.020000000000000018,1e-05,3,0.77,799.9999999999993
0.02,0.020000000000000018,1e-05,3,0.79,499.99999999999955
0.02,0.020000000000000018,1e-05,3,0.81,599.9999999999994
0.02,0.020000000000000018,1e-05,3,0.8300000000000001,649.9999999999994
0.02,0.019999999999999907,1e-05,3,0.8500000000000001,450.0000000000021
0.02,0.020000000000000018,1e-05,3,0.87,499.99999999999955
0.02,0.020000000000000018,1e-05,3,0.89,799.9999999999993
0.02,0.020000000000000018,1e-05,3,0.91,649.9999999999994
0.02,0.020000000000000018,1e-05,3,0.93,449.9999999999996
0.02,0.020000000000000018,1e-05,3,0.9500000000000001,499.99999999999955
0.02,0.019999999999999907,1e-05,3,0.97,600.0000000000028
0.02,0.020000000000000018,1e-05,3,0.99,999.9999999999991
0.02,0.01999999999999999,5e-05,0,0.15000000000000002,500.0000000000002
0.02,0.020000000000000018,5e-05,0,0.17,399.99999999999966
0.02,0.01999999999999999,5e-05,0,0.19,500.0000000000002
0.02,0.020000000000000018,5e-05,0,0.21000000000000002,849.9999999999992
0.02,0.01999999999999999,5e-05,0,0.23000000000000004,700.0000000000003
0.02,0.01999999999999999,5e-05,0,0.25,800.0000000000005
0.02,0.020000000000000018,5e-05,0,0.27,649.9999999999994
0.02,0.020000000000000018,5e-05,0,0.29000000000000004,649.9999999999994
0.02,0.019999999999999962,5e-05,0,0.31000000000000005,600.0000000000011
0.02,0.020000000000000018,5e-05,0,0.33,449.9999999999996
0.02,0.019999999999999962,5e-05,0,0.35,300.00000000000057
0.02,0.020000000000000018,5e-05,0,0.37,499.99999999999955
0.02,0.020000000000000018,5e-05,0,0.39,649.9999999999994
0.02,0.020000000000000018,5e-05,0,0.41000000000000003,299.9999999999997
0.02,0.019999999999999962,5e-05,0,0.43000000000000005,550.000000000001
0.02,0.020000000000000018,5e-05,0,0.45,349.9999999999997
0.02,0.020000000000000018,5e-05,0,0.47000000000000003,349.9999999999997
0.02,0.019999999999999962,5e-05,0,0.49,550.000000000001
0.02,0.020000000000000018,5e-05,0,0.51,349.9999999999997
0.02,0.020000000000000018,5e-05,0,0.53,499.99999999999955
0.02,0.020000000000000018,5e-05,0,0.55,449.9999999999996
0.02,0.020000000000000018,5e-05,0,0.5700000000000001,649.9999999999994
0.02,0.020000000000000018,5e-05,0,0.5900000000000001,749.9999999999993
0.02,0.019999999999999907,5e-05,0,0.6100000000000001,550.0000000000026
0.02,0.020000000000000018,5e-05,0,0.63,949.9999999999992
0.02,0.020000000000000018,5e-05,0,0.65,599.9999999999994
0.02,0.020000000000000018,5e-05,0,0.67,649.9999999999994
0.02,0.020000000000000018,5e-05,0,0.6900000000000001,249.99999999999977
0.02,0.019999999999999907,5e-05,0,0.71,300.0000000000014
0.02,0.020000000000000018,5e-05,0,0.73,449.9999999999996
0.02,0.020000000000000018,5e-05,0,0.75,399.99999999999966
0.02,0.020000000000000018,5e-05,0,0.77,799.9999999999993
0.02,0.020000000000000018,5e-05,0,0.79,499.99999999999955
0.02,0.020000000000000018,5e-05,0,0.81,649.9999999999994
0.02,0.020000000000000018,5e-05,0,0.8300000000000001,899.9999999999992
0.02,0.019999999999999907,5e-05,0,0.8500000000000001,550.0000000000026
0.02,0.020000000000000018,5e-05,0,0.87,549.9999999999995
0.02,0.020000000000000018,5e-05,0,0.89,599.9999999999994
0.02,0.020000000000000018,5e-05,0,0.91,499.99999999999955
0.02,0.020000000000000018,5e-05,0,0.93,549.9999999999995
0.02,0.020000000000000018,5e-05,0,0.9500000000000001,899.9999999999992
0.02,0.019999999999999907,5e-05,0,0.97,550.0000000000026
0.02,0.020000000000000018,5e-05,0,0.99,549.9999999999995
0.02,0.01999999999999999,5e-05,1,0.15000000000000002,700.0000000000003
0.02,0.020000000000000018,5e-05,1,0.17,649.9999999999994
0.02,0.01999999999999999,5e-05,1,0.19,650.0000000000003
0.02,0.020000000000000018,5e-05,1,0.21000000000000002,499.99999999999955
0.02,0.01999999999999999,5e-05,1,0.23000000000000004,500.0000000000002
0.02,0.01999999999999999,5e-05,1,0.25,250.0000000000001
0.02,0.020000000000000018,5e-05,1,0.27,549.9999999999995
0.02,0.020000000000000018,5e-05,1,0.29000000000000004,499.99999999999955
0.02,0.019999999999999962,5e-05,1,0.31000000000000005,650.0000000000013
0.02,0.020000000000000018,5e-05,1,0.33,599.9999999999994
0.02,0.019999999999999962,5e-05,1,0.35,600.0000000000011
0.02,0.020000000000000018,5e-05,1,0.37,399.99999999999966
0.02,0.020000000000000018,5e-05,1,0.39,449.9999999999996
0.02,0.020000000000000018,5e-05,1,0.41000000000000003,349.9999999999997
0.02,0.019999999999999962,5e-05,1,0.43000000000000005,650.0000000000013
0.02,0.020000000000000018,5e-05,1,0.45,549.9999999999995
0.02,0.020000000000000018,5e-05,1,0.47000000000000003,649.9999999999994
0.02,0.019999999999999962,5e-05,1,0.49,450.00000000000085
0.02,0.020000000000000018,5e-05,1,0.51,299.9999999999997
0.02,0.020000000000000018,5e-05,1,0.53,499.99999999999955
0.02,0.020000000000000018,5e-05,1,0.55,549.9999999999995
0.02,0.020000000000000018,5e-05,1,0.5700000000000001,349.9999999999997
0.02,0.020000000000000018,5e-05,1,0.5900000000000001,399.99999999999966
0.02,0.019999999999999907,5e-05,1,0.6100000000000001,500.00000000000233
0.02,0.020000000000000018,5e-05,1,0.63,449.9999999999996
0.02,0.020000000000000018,5e-05,1,0.65,449.9999999999996
0.02,0.020000000000000018,5e-05,1,0.67,399.99999999999966
0.02,0.020000000000000018,5e-05,1,0.6900000000000001,899.9999999999992
0.02,0.019999999999999907,5e-05,1,0.71,400.0000000000019
0.02,0.020000000000000018,5e-05,1,0.73,499.99999999999955
0.02,0.020000000000000018,5e-05,1,0.75,649.9999999999994
0.02,0.020000000000000018,5e-05,1,0.77,699.9999999999994
0.02,0.020000000000000018,5e-05,1,0.79,649.9999999999994
0.02,0.020000000000000018,5e-05,1,0.81,549.9999999999995
0.02,0.020000000000000018,5e-05,1,0.8300000000000001,599.9999999999994
0.02,0.019999999999999907,5e-05,1,0.8500000000000001,350.00000000000165
0.02,0.020000000000000018,5e-05,1,0.87,399.99999999999966
0.02,0.020000000000000018,5e-05,1,0.89,649.9999999999994
0.02,0.020000000000000018,5e-05,1,0.91,549.9999999999995
0.02,0.020000000000000018,5e-05,1,0.93,399.99999999999966
0.02,0.020000000000000018,5e-05,1,0.9500000000000001,599.9999999999994
0.02,0.019999999999999907,5e-05,1,0.97,750.0000000000035
0.02,0.020000000000000018,5e-05,1,0.99,599.9999999999994
0.02,0.01999999999999999,5e-05,2,0.15000000000000002,400.0000000000002
0.02,0.020000000000000018,5e-05,2,0.17,399.99999999999966
0.02,0.01999999999999999,5e-05,2,0.19,550.0000000000002
0.02,0.020000000000000018,5e-05,2,0.21000000000000002,399.99999999999966
0.02,0.01999999999999999,5e-05,2,0.23000000000000004,550.0000000000002
0.02,0.01999999999999999,5e-05,2,0.25,500.0000000000002
0.02,0.020000000000000018,5e-05,2,0.27,649.9999999999994
0.02,0.020000000000000018,5e-05,2,0.29000000000000004,449.9999999999996
0.02,0.019999999999999962,5e-05,2,0.31000000000000005,500.00000000000097
0.02,0.020000000000000018,5e-05,2,0.33,499.99999999999955
0.02,0.019999999999999962,5e-05,2,0.35,400.00000000000074
0.02,0.020000000000000018,5e-05,2,0.37,349.9999999999997
0.02,0.020000000000000018,5e-05,2,0.39,449.9999999999996
0.02,0.020000000000000018,5e-05,2,0.41000000000000003,249.99999999999977
0.02,0.019999999999999962,5e-05,2,0.43000000000000005,450.00000000000085
0.02,0.020000000000000018,5e-05,2,0.45,199.99999999999983
0.02,0.020000000000000018,5e-05,2,0.47000000000000003,399.99999999999966
0.02,0.019999999999999962,5e-05,2,0.49,400.00000000000074
0.02,0.020000000000000018,5e-05,2,0.51,449.9999999999996
0.02,0.020000000000000018,5e-05,2,0.53,499.99999999999955
0.02,0.020000000000000018,5e-05,2,0.55,549.9999999999995
0.02,0.020000000000000018,5e-05,2,0.5700000000000001,499.99999999999955
0.02,0.020000000000000018,5e-05,2,0.5900000000000001,499.99999999999955
0.02,0.019999999999999907,5e-05,2,0.6100000000000001,650.0000000000031
0.02,0.020000000000000018,5e-05,2,0.63,549.9999999999995
0.02,0.020000000000000018,5e-05,2,0.65,699.9999999999994
0.02,0.020000000000000018,5e-05,2,0.67,449.9999999999996
0.02,0.020000000000000018,5e-05,2,0.6900000000000001,449.9999999999996
0.02,0.019999999999999907,5e-05,2,0.71,400.0000000000019
0.02,0.020000000000000018,5e-05,2,0.73,699.9999999999994
0.02,0.020000000000000018,5e-05,2,0.75,799.9999999999993
0.02,0.020000000000000018,5e-05,2,0.77,299.9999999999997
0.02,0.020000000000000018,5e-05,2,0.79,499.99999999999955
0.02,0.020000000000000018,5e-05,2,0.81,499.99999999999955
0.02,0.020000000000000018,5e-05,2,0.8300000000000001,399.99999999999966
0.02,0.019999999999999907,5e-05,2,0.8500000000000001,400.0000000000019
0.02,0.020000000000000018,5e-05,2,0.87,649.9999999999994
0.02,0.020000000000000018,5e-05,2,0.89,299.9999999999997
0.02,0.020000000000000018,5e-05,2,0.91,449.9999999999996
0.02,0.020000000000000018,5e-05,2,0.93,349.9999999999997
0.02,0.020000000000000018,5e-05,2,0.9500000000000001,399.99999999999966
0.02,0.019999999999999907,5e-05,2,0.97,900.0000000000042
0.02,0.020000000000000018,5e-05,2,0.99,349.9999999999997
0.02,0.01999999999999999,5e-05,3,0.15000000000000002,500.0000000000002
0.02,0.020000000000000018,5e-05,3,0.17,449.9999999999996
0.02,0.01999999999999999,5e-05,3,0.19,650.0000000000003
0.02,0.020000000000000018,5e-05,3,0.21000000000000002,599.9999999999994
0.02,0.01999999999999999,5e-05,3,0.23000000000000004,800.0000000000005
0.02,0.01999999999999999,5e-05,3,0.25,600.0000000000003
0.02,0.020000000000000018,5e-05,3,0.27,499.99999999999955
0.02,0.020000000000000018,5e-05,3,0.29000000000000004,499.99999999999955
0.02,0.019999999999999962,5e-05,3,0.31000000000000005,350.0000000000007
0.02,0.020000000000000018,5e-05,3,0.33,349.9999999999997
0.02,0.019999999999999962,5e-05,3,0.35,400.00000000000074
0.02,0.020000000000000018,5e-05,3,0.37,349.9999999999997
0.02,0.020000000000000018,5e-05,3,0.39,499.99999999999955
0.02,0.020000000000000018,5e-05,3,0.41000000000000003,549.9999999999995
0.02,0.019999999999999962,5e-05,3,0.43000000000000005,400.00000000000074
0.02,0.020000000000000018,5e-05,3,0.45,549.9999999999995
0.02,0.020000000000000018,5e-05,3,0.47000000000000003,549.9999999999995
0.02,0.019999999999999962,5e-05,3,0.49,600.0000000000011
0.02,0.020000000000000018,5e-05,3,0.51,599.9999999999994
0.02,0.020000000000000018,5e-05,3,0.53,449.9999999999996
0.02,0.020000000000000018,5e-05,3,0.55,549.9999999999995
0.02,0.020000000000000018,5e-05,3,0.5700000000000001,699.9999999999994
0.02,0.020000000000000018,5e-05,3,0.5900000000000001,549.9999999999995
0.02,0.019999999999999907,5e-05,3,0.6100000000000001,600.0000000000028
0.02,0.020000000000000018,5e-05,3,0.63,649.9999999999994
0.02,0.020000000000000018,5e-05,3,0.65,349.9999999999997
0.02,0.020000000000000018,5e-05,3,0.67,549.9999999999995
0.02,0.020000000000000018,5e-05,3,0.6900000000000001,449.9999999999996
0.02,0.019999999999999907,5e-05,3,0.71,400.0000000000019
0.02,0.020000000000000018,5e-05,3,0.73,699.9999999999994
0.02,0.020000000000000018,5e-05,3,0.75,649.9999999999994
0.02,0.020000000000000018,5e-05,3,0.77,499.99999999999955
0.02,0.020000000000000018,5e-05,3,0.79,399.99999999999966
0.02,0.020000000000000018,5e-05,3,0.81,499.99999999999955
0.02,0.020000000000000018,5e-05,3,0.8300000000000001,649.9999999999994
0.02,0.019999999999999907,5e-05,3,0.8500000000000001,700.0000000000033
0.02,0.020000000000000018,5e-05,3,0.87,799.9999999999993
0.02,0.020000000000000018,5e-05,3,0.89,699.9999999999994
0.02,0.020000000000000018,5e-05,3,0.91,499.99999999999955
0.02,0.020000000000000018,5e-05,3,0.93,499.99999999999955
0.02,0.020000000000000018,5e-05,3,0.9500000000000001,749.9999999999993
0.02,0.019999999999999907,5e-05,3,0.97,500.00000000000233
0.02,0.020000000000000018,5e-05,3,0.99,349.9999999999997
0.02,0.01999999999999999,0.0001,0,0.15000000000000002,500.0000000000002
0.02,0.020000000000000018,0.0001,0,0.17,499.99999999999955
0.02,0.01999999999999999,0.0001,0,0.19,650.0000000000003
0.02,0.020000000000000018,0.0001,0,0.21000000000000002,749.9999999999993
0.02,0.01999999999999999,0.0001,0,0.23000000000000004,750.0000000000003
0.02,0.01999999999999999,0.0001,0,0.25,450.0000000000002
0.02,0.020000000000000018,0.0001,0,0.27,299.9999999999997
0.02,0.020000000000000018,0.0001,0,0.29000000000000004,649.9999999999994
0.02,0.019999999999999962,0.0001,0,0.31000000000000005,450.00000000000085
0.02,0.020000000000000018,0.0001,0,0.33,399.99999999999966
0.02,0.019999999999999962,0.0001,0,0.35,400.00000000000074
0.02,0.020000000000000018,0.0001,0,0.37,399.99999999999966
0.02,0.020000000000000018,0.0001,0,0.39,399.99999999999966
0.02,0.020000000000000018,0.0001,0,0.41000000000000003,299.9999999999997
0.02,0.019999999999999962,0.0001,0,0.43000000000000005,400.00000000000074
0.02,0.020000000000000018,0.0001,0,0.45,449.9999999999996
0.02,0.020000000000000018,0.0001,0,0.47000000000000003,249.99999999999977
0.02,0.019999999999999962,0.0001,0,0.49,400.00000000000074
0.02,0.020000000000000018,0.0001,0,0.51,299.9999999999997
0.02,0.020000000000000018,0.0001,0,0.53,499.99999999999955
0.02,0.020000000000000018,0.0001,0,0.55,299.9999999999997
0.02,0.020000000000000018,0.0001,0,0.5700000000000001,399.99999999999966
0.02,0.020000000000000018,0.0001,0,0.5900000000000001,549.9999999999995
0.02,0.019999999999999907,0.0001,0,0.6100000000000001,350.00000000000165
0.02,0.020000000000000018,0.0001,0,0.63,449.9999999999996
0.02,0.020000000000000018,0.0001,0,0.65,549.9999999999995
0.02,0.020000000000000018,0.0001,0,0.67,599.9999999999994
0.02,0.020000000000000018,0.0001,0,0.6900000000000001,599.9999999999994
0.02,0.019999999999999907,0.0001,0,0.71,450.0000000000021
0.02,0.020000000000000018,0.0001,0,0.73,549.9999999999995
0.02,0.020000000000000018,0.0001,0,0.75,599.9999999999994
0.02,0.020000000000000018,0.0001,0,0.77,499.99999999999955
0.02,0.020000000000000018,0.0001,0,0.79,349.9999999999997
0.02,0.020000000000000018,0.0001,0,0.81,499.99999999999955
0.02,0.020000000000000018,0.0001,0,0.8300000000000001,599.9999999999994
0.02,0.019999999999999907,0.0001,0,0.8500000000000001,500.00000000000233
0.02,0.020000000000000018,0.0001,0,0.87,149.99999999999986
0.02,0.020000000000000018,0.0001,0,0.89,399.99999999999966
0.02,0.020000000000000018,0.0001,0,0.91,649.9999999999994
0.02,0.020000000000000018,0.0001,0,0.93,549.9999999999995
0.02,0.020000000000000018,0.0001,0,0.9500000000000001,699.9999999999994
0.02,0.019999999999999907,0.0001,0,0.97,650.0000000000031
0.02,0.020000000000000018,0.0001,0,0.99,649.9999999999994
0.02,0.01999999999999999,0.0001,1,0.15000000000000002,650.0000000000003
0.02,0.020000000000000018,0.0001,1,0.17,649.9999999999994
0.02,0.01999999999999999,0.0001,1,0.19,600.0000000000003
0.02,0.020000000000000018,0.0001,1,0.21000000000000002,499.99999999999955
0.02,0.01999999999999999,0.0001,1,0.23000000000000004,500.0000000000002
0.02,0.01999999999999999,0.0001,1,0.25,250.0000000000001
0.02,0.020000000000000018,0.0001,1,0.27,449.9999999999996
0.02,0.020000000000000018,0.0001,1,0.29000000000000004,449.9999999999996
0.02,0.019999999999999962,0.0001,1,0.31000000000000005,650.0000000000013
0.02,0.020000000000000018,0.0001,1,0.33,399.99999999999966
0.02,0.019999999999999962,0.0001,1,0.35,650.0000000000013
0.02,0.020000000000000018,0.0001,1,0.37,449.9999999999996
0.02,0.020000000000000018,0.0001,1,0.39,399.99999999999966
0.02,0.020000000000000018,0.0001,1,0.41000000000000003,499.99999999999955
0.02,0.019999999999999962,0.0001,1,0.43000000000000005,650.0000000000013
0.02,0.020000000000000018,0.0001,1,0.45,449.9999999999996
0.02,0.020000000000000018,0.0001,1,0.47000000000000003,749.9999999999993
0.02,0.019999999999999962,0.0001,1,0.49,450.00000000000085
0.02,0.020000000000000018,0.0001,1,0.51,499.99999999999955
0.02,0.020000000000000018,0.0001,1,0.53,349.9999999999997
0.02,0.020000000000000018,0.0001,1,0.55,649.9999999999994
0.02,0.020000000000000018,0.0001,1,0.5700000000000001,399.99999999999966
0.02,0.020000000000000018,0.0001,1,0.5900000000000001,599.9999999999994
0.02,0.019999999999999907,0.0001,1,0.6100000000000001,600.0000000000028
0.02,0.020000000000000018,0.0001,1,0.63,549.9999999999995
0.02,0.020000000000000018,0.0001,1,0.65,499.99999999999955
0.02,0.020000000000000018,0.0001,1,0.67,549.9999999999995
0.02,0.020000000000000018,0.0001,1,0.6900000000000001,549.9999999999995
0.02,0.019999999999999907,0.0001,1,0.71,750.0000000000035
0.02,0.020000000000000018,0.0001,1,0.73,449.9999999999996
0.02,0.020000000000000018,0.0001,1,0.75,649.9999999999994
0.02,0.020000000000000018,0.0001,1,0.77,399.99999999999966
0.02,0.020000000000000018,0.0001,1,0.79,549.9999999999995
0.02,0.020000000000000018,0.0001,1,0.81,649.9999999999994
0.02,0.020000000000000018,0.0001,1,0.8300000000000001,499.99999999999955
0.02,0.019999999999999907,0.0001,1,0.8500000000000001,700.0000000000033
0.02,0.020000000000000018,0.0001,1,0.87,449.9999999999996
0.02,0.020000000000000018,0.0001,1,0.89,749.9999999999993
0.02,0.020000000000000018,0.0001,1,0.91,599.9999999999994
0.02,0.020000000000000018,0.0001,1,0.93,499.99999999999955
0.02,0.020000000000000018,0.0001,1,0.9500000000000001,449.9999999999996
0.02,0.019999999999999907,0.0001,1,0.97,500.00000000000233
0.02,0.020000000000000018,0.0001,1,0.99,599.9999999999994
0.02,0.01999999999999999,0.0001,2,0.15000000000000002,300.00000000000017
0.02,0.020000000000000018,0.0001,2,0.17,499.99999999999955
0.02,0.01999999999999999,0.0001,2,0.19,600.0000000000003
0.02,0.020000000000000018,0.0001,2,0.21000000000000002,749.9999999999993
0.02,0.01999999999999999,0.0001,2,0.23000000000000004,650.0000000000003
0.02,0.01999999999999999,0.0001,2,0.25,550.0000000000002
0.02,0.020000000000000018,0.0001,2,0.27,449.9999999999996
0.02,0.020000000000000018,0.0001,2,0.29000000000000004,599.9999999999994
0.02,0.019999999999999962,0.0001,2,0.31000000000000005,700.0000000000014
0.02,0.020000000000000018,0.0001,2,0.33,599.9999999999994
0.02,0.019999999999999962,0.0001,2,0.35,400.00000000000074
0.02,0.020000000000000018,0.0001,2,0.37,349.9999999999997
0.02,0.020000000000000018,0.0001,2,0.39,599.9999999999994
0.02,0.020000000000000018,0.0001,2,0.41000000000000003,349.9999999999997
0.02,0.019999999999999962,0.0001,2,0.43000000000000005,600.0000000000011
0.02,0.020000000000000018,0.0001,2,0.45,349.9999999999997
0.02,0.020000000000000018,0.0001,2,0.47000000000000003,399.99999999999966
0.02,0.019999999999999962,0.0001,2,0.49,450.00000000000085
0.02,0.020000000000000018,0.0001,2,0.51,449.9999999999996
0.02,0.020000000000000018,0.0001,2,0.53,449.9999999999996
0.02,0.020000000000000018,0.0001,2,0.55,199.99999999999983
0.02,0.020000000000000018,0.0001,2,0.5700000000000001,399.99999999999966
0.02,0.020000000000000018,0.0001,2,0.5900000000000001,349.9999999999997
0.02,0.019999999999999907,0.0001,2,0.6100000000000001,600.0000000000028
0.02,0.020000000000000018,0.0001,2,0.63,499.99999999999955
0.02,0.020000000000000018,0.0001,2,0.65,549.9999999999995
0.02,0.020000000000000018,0.0001,2,0.67,499.99999999999955
0.02,0.020000000000000018,0.0001,2,0.6900000000000001,399.99999999999966
0.02,0.019999999999999907,0.0001,2,0.71,500.00000000000233
0.02,0.020000000000000018,0.0001,2,0.73,549.9999999999995
0.02,0.020000000000000018,0.0001,2,0.75,649.9999999999994
0.02,0.020000000000000018,0.0001,2,0.77,599.9999999999994
0.02,0.020000000000000018,0.0001,2,0.79,499.99999999999955
0.02,0.020000000000000018,0.0001,2,0.81,499.99999999999955
0.02,0.020000000000000018,0.0001,2,0.8300000000000001,399.99999999999966
0.02,0.019999999999999907,0.0001,2,0.8500000000000001,550.0000000000026
0.02,0.020000000000000018,0.0001,2,0.87,349.9999999999997
0.02,0.020000000000000018,0.0001,2,0.89,449.9999999999996
0.02,0.020000000000000018,0.0001,2,0.91,399.99999999999966
0.02,0.020000000000000018,0.0001,2,0.93,599.9999999999994
0.02,0.020000000000000018,0.0001,2,0.9500000000000001,599.9999999999994
0.02,0.019999999999999907,0.0001,2,0.97,450.0000000000021
0.02,0.020000000000000018,0.0001,2,0.99,449.9999999999996
0.02,0.01999999999999999,0.0001,3,0.15000000000000002,450.0000000000002
0.02,0.020000000000000018,0.0001,3,0.17,399.99999999999966
0.02,0.01999999999999999,0.0001,3,0.19,650.0000000000003
0.02,0.020000000000000018,0.0001,3,0.21000000000000002,549.9999999999995
0.02,0.01999999999999999,0.0001,3,0.23000000000000004,700.0000000000003
0.02,0.01999999999999999,0.0001,3,0.25,650.0000000000003
