target_width,actual_width,delta_gamma,seed,gamma_center,rate
0.02,0.019999999999999962,1e-05,0,0.49,350.0000000000007
0.02,0.020000000000000018,1e-05,0,0.51,399.99999999999966
0.02,0.020000000000000018,1e-05,0,0.53,399.99999999999966
0.02,0.020000000000000018,1e-05,0,0.55,599.9999999999994
0.02,0.020000000000000018,1e-05,0,0.5700000000000001,499.99999999999955
0.02,0.020000000000000018,1e-05,0,0.5900000000000001,699.9999999999994
0.02,0.019999999999999907,1e-05,0,0.6100000000000001,700.0000000000033
0.02,0.020000000000000018,1e-05,0,0.63,599.9999999999994
0.02,0.020000000000000018,1e-05,0,0.65,499.99999999999955
0.02,0.020000000000000018,1e-05,0,0.67,699.9999999999994
0.02,0.020000000000000018,1e-05,0,0.6900000000000001,699.9999999999994
0.02,0.019999999999999907,1e-05,0,0.71,600.0000000000028
0.02,0.020000000000000018,1e-05,0,0.73,499.99999999999955
0.02,0.020000000000000018,1e-05,0,0.75,549.9999999999995
0.02,0.020000000000000018,1e-05,0,0.77,449.9999999999996
0.02,0.020000000000000018,1e-05,0,0.79,349.9999999999997
0.02,0.020000000000000018,1e-05,0,0.81,549.9999999999995
0.02,0.020000000000000018,1e-05,0,0.8300000000000001,599.9999999999994
0.02,0.019999999999999907,1e-05,0,0.8500000000000001,700.0000000000033
0.02,0.020000000000000018,1e-05,0,0.87,499.99999999999955
0.02,0.020000000000000018,1e-05,0,0.89,749.9999999999993
0.02,0.020000000000000018,1e-05,0,0.91,599.9999999999994
0.02,0.020000000000000018,1e-05,0,0.93,599.9999999999994
0.02,0.020000000000000018,1e-05,0,0.9500000000000001,549.9999999999995
0.02,0.019999999999999907,1e-05,0,0.97,700.0000000000033
0.02,0.020000000000000018,1e-05,0,0.99,449.9999999999996
0.02,0.01999999999999999,1e-05,1,0.15000000000000002,600.0000000000003
0.02,0.020000000000000018,1e-05,1,0.17,699.9999999999994
0.02,0.01999999999999999,1e-05,1,0.19,700.0000000000003
0.02,0.020000000000000018,1e-05,1,0.21000000000000002,449.9999999999996
0.02,0.01999999999999999,1e-05,1,0.23000000000000004,500.0000000000002
0.02,0.01999999999999999,1e-05,1,0.25,250.0000000000001
0.02,0.020000000000000018,1e-05,1,0.27,549.9999999999995
0.02,0.020000000000000018,1e-05,1,0.29000000000000004,499.99999999999955
0.02,0.019999999999999962,1e-05,1,0.31000000000000005,700.0000000000014
0.02,0.020000000000000018,1e-05,1,0.33,599.9999999999994
0.02,0.019999999999999962,1e-05,1,0.35,600.0000000000011
0.02,0.020000000000000018,1e-05,1,0.37,399.99999999999966
0.02,0.020000000000000018,1e-05,1,0.39,499.99999999999955
0.02,0.020000000000000018,1e-05,1,0.41000000000000003,399.99999999999966
0.02,0.019999999999999962,1e-05,1,0.43000000000000005,700.0000000000014
0.02,0.020000000000000018,1e-05,1,0.45,399.99999999999966
0.02,0.020000000000000018,1e-05,1,0.47000000000000003,499.99999999999955
0.02,0.019999999999999962,1e-05,1,0.49,200.00000000000037
0.02,0.020000000000000018,1e-05,1,0.51,599.9999999999994
0.02,0.020000000000000018,1e-05,1,0.53,499.99999999999955
0.02,0.020000000000000018,1e-05,1,0.55,499.99999999999955
0.02,0.020000000000000018,1e-05,1,0.5700000000000001,299.9999999999997
